"Hungarian","English"
"mdf-szovivo","allassotonic"
"mdf-tagokat","al-Lat"
"mdf-vezeto","allative"
"mdfes","all-atoning"
"me","allatrate"
"meast","all-attempting"
"meccsek","all-availing"
"meccset","all-bearing"
"mechanizmusanak","all-beauteous"
"mechanizmusokra","all-beautiful"
"meciar","Allbee"
"mecs","all-beholding"
"med","all-bestowing"
"meddig","all-binding"
"medejy","all-bitter"
"mederfenekbe","all-black"
"medgyasszay","all-blasting"
"medi","all-blessing"
"media","allbone"
"mediaban","all-bounteous"
"mediarol.szellemi","all-bountiful"
"mediat","all-bright"
"mediatorveny","all-brilliant"
"mediaugyrol","All-british"
"medicare","All-caucasian"
"medico","all-changing"
"medve","all-cheering"
"medzihradszky","all-collected"
"meeg","all-colored"
"meg","all-comfortless"
"meg","all-commander"
"a","all-commanding"
"megadasat","all-compelling"
"megadjak","all-complying"
"megadjuk","all-composing"
"megadna","all-comprehending"
"megadnod","all-comprehensive"
"megadom","all-comprehensiveness"
"megadott","all-concealing"
"megadoztassanak","all-conceiving"
"megal","all-concerning"
"megalakulo","all-confounding"
"megalakult","all-conquering"
"megalapozat","all-conscious"
"megalapozatlan","all-considering"
"megalapozottnak","all-constant"
"megalapozottsag","all-constraining"
"megaldott","all-consuming"
"megalkotasa","all-content"
"megalkotasanal","all-controlling"
"megallapitani","all-convincing"
"megallapitasanal","all-convincingly"
"megallapitasara","Allcot"
"megallapitasarol","all-covering"
"megallapitasodra","all-creating"
"megallapitasokkal","all-creator"
"megallapitotta","all-curing"
"megallapitottak","all-day"
"megallapodas","all-daring"
"megallapodast","all-dazzling"
"megallapodni","all-deciding"
"megallapodniuk","all-defiance"
"megallapodtak","all-defying"
"megallitando","all-depending"
"megallonal","all-designing"
"megawattos","all-desired"
"megaztan","all-despising"
"megbaszott","all-destroyer"
"megbelyegezzen","all-destroying"
"megbenitjak","all-devastating"
"megbeszelesei","all-devouring"
"megbeszeleseikrol","all-dimming"
"megbeszelesek","all-directing"
"megbeszelesen","all-discerning"
"megbeszelesrol","all-discovering"
"megbeszelest","all-disgraced"
"megbeszelesuk","all-dispensing"
"megbeszeljuk","all-disposer"
"megbizasabol","all-disposing"
"megbizatasa","all-divine"
"megbizott","all-divining"
"megbizottai","all-dreaded"
"megbizottja","all-dreadful"
"megbocsatom","all-drowsy"
"megbu","Alle"
"megcelzott","all-earnest"
"megcsinalom","all-eating"
"megcsodaltam","allecret"
"megcsontosodott","allect"
"megcsuszott","allectory"
"megdobbenesemre","Alledonia"
"megdobbenni","Alleen"
"megdobbentoen","Alleene"
"megdobtak","all-efficacious"
"megegyezes","all-efficient"
"megegyezessel","Allegan"
"megegyezesuk","Allegany"
"megegyezett","allegata"
"megegyezik","allegate"
"megegyeztek","allegation"
"megegyszer","allegations"
"megejthetjuk","allegation's"
"megelegedessel","allegator"
"megelegelik","allegatum"
"megelezo","allege"
"megelhetesre","allegeable"
"megelhetest","alleged"
"megelo","allegedly"
"megelolegezi","allegement"
"megelozi","alleger"
"megelozo","allegers"
"megelozte","alleges"
"megemele","Alleghany"
"megemeszt","Alleghanian"
"megemlekezesen","Allegheny"
"megengedhetetlen","Alleghenian"
"megepitesehez","Alleghenies"
"megerdemelten","allegiance"
"megeri","allegiances"
"megerkezesed","allegiance's"
"megerkezesuk","allegiancy"
"megerkezett","allegiant"
"megerosit","allegiantly"
"megerositette","allegiare"
"megerositettek","alleging"
"megerositve","allegory"
"megerte","allegoric"
"megertette","allegorical"
"megertettetek","allegorically"
"megerti","allegoricalness"
"megertjuk","allegories"
"megeskudni","allegory's"
"megfejteni","allegorisation"
"megfele","allegorise"
"megfeledkezve","allegorised"
"megfelelnek","allegoriser"
"megfelelnenek","allegorising"
"megfelelo","allegorism"
"megfeleloen","allegorist"
"megfeleloje","allegorister"
"megfelemliteni","allegoristic"
"megfelemlitsek","allegorists"
"megfenyegettek","allegorization"
"megfigyelese","allegorize"
"megfigyeleseid","allegorized"
"megfigyelest","allegorizer"
"megfigyelheted","allegorizing"
"megfigyelheto","Allegra"
"megfigyelnem","Allegre"
"megfigyelni","allegresse"
"megfigyelok","allegretto"
"megfizetem","allegrettos"
"megfizetesere","allegretto's"
"megfogalmazas","allegro"
"megfontolando","allegros"
"meggondolasok","allegro's"
"meggondolatlanul","Alley"
"meggyanusitotta","alleyed"
"meggyoezoek","all-eyed"
"meggyozni","alleyite"
"meggyozo","Alleyn"
"meggyozott","Alleyne"
"meggyoztetek","alley-oop"
"meggyujtotta","alleys"
"meghajlitva","alley's"
"meghajto","alleyway"
"meghajtovalasztas","alleyways"
"meghaladta","alleyway's"
"meghallgatas","allele"
"meghallgathatod","alleles"
"meghallgatni","alleleu"
"meghallgatta","allelic"
"meghalt","allelism"
"meghatarozas","allelisms"
"meghatarozasa","allelocatalytic"
"meghatarozasara","allelomorph"
"meghatarozasra","allelomorphic"
"meghatarozhato","allelomorphism"
"meghatarozhatod","allelopathy"
"meghatarozni","all-eloquent"
"meghatarozo","allelotropy"
"meghatarozott","allelotropic"
"meghatarozza","allelotropism"
"meghi'vo","Alleluia"
"meghirdetni","alleluiah"
"meghiusult","alleluias"
"meghivasara","alleluiatic"
"meghivja","alleluja"
"meghivo","allelvia"
"meghivta","Alleman"
"meghivtak","allemand"
"meghoditani","allemande"
"meghoditotta","allemandes"
"meghosszabbitotta","allemands"
"meghozatala","all-embracing"
"meghozza","all-embracingness"
"meghurcolni","allemontite"
"meginditasa","Allen"
"meginditja","allenarly"
"megindokolni","Allenby"
"meginkabb","all-encompasser"
"megint","all-encompassing"
"megintcsak","Allendale"
"megirasara","Allende"
"megirhatna","all-ending"
"megirna","Allendorf"
"megirni","all-enduring"
"megis","Allene"
"megismerkedni","all-engrossing"
"megismernem","all-engulfing"
"megismetelnem","Allenhurst"
"megismetelni","alleniate"
"megismetlem","all-enlightened"
"megiteleserol","all-enlightening"
"megjegyezni","Allenport"
"megjegyzes","all-enraged"
"megjegyzeseket","Allensville"
"megjegyzesem","allentando"
"megjegyzesevel","allentato"
"megjegyzest","Allentiac"
"megjelenesi","Allentiacan"
"megjelenhessenek","Allenton"
"megjeleniteskor","Allentown"
"megjelennek","all-envied"
"megjeleno","Allenwood"
"megjelent","Alleppey"
"megjelentek","aller"
"megjelenteket","Alleras"
"megjelentetne","allergen"
"megjo~tt","allergenic"
"megkapnak","allergenicity"
"megkapnam","allergens"
"megkapni","allergy"
"megkapom","allergia"
"megkaptad","allergic"
"megkaptam","allergies"
"megkerdezem","allergin"
"megkerdeznem","allergins"
"megkerdezni","allergy's"
"megkerdezte","allergist"
"megkerdojelezi","allergists"
"megkerdojelezte","allergology"
"megkeresni","Allerie"
"megkeriteni","allerion"
"megkerulhetetlen","Alleris"
"megkezdheted","aller-retour"
"megkezdik","Allerton"
"megkezdodik","Allerus"
"megkezdodott","all-essential"
"megkezdodtek","allesthesia"
"megkezdte","allethrin"
"megkezdtek","alleve"
"megkimelek","alleviant"
"megkimelni","alleviate"
"megkockaztatni","alleviated"
"megkockaztatom","alleviater"
"megkoernyekezni","alleviaters"
"megkonnyitesehez","alleviates"
"megkonnyito","alleviating"
"megkosse","alleviatingly"
"megkoszonnem","alleviation"
"megkoszonni","alleviations"
"megkoszonom","alleviative"
"megkoszonte","alleviator"
"megkoszontem","alleviatory"
"megkotendo","alleviators"
"megkotes","all-evil"
"megkoto","all-excellent"
"megkozelites","all-expense"
"megkozelitheto","all-expenses-paid"
"megkulonboztet","allez"
"meglakoltok","allez-vous-en"
"meglatom","all-fair"
"meglatta","All-father"
"megle","All-fatherhood"
"meglehetosen","All-fatherly"
"meglep","all-filling"
"meglepetes","all-fired"
"meglepeteseket","all-firedest"
"meglepetesre","all-firedly"
"meglepett","all-flaming"
"meglepo","all-flotation"
"meglepodtem","all-flower-water"
"meglepoedve","all-foreseeing"
"meglevo","all-forgetful"
"meglogott","all-forgetting"
"megmagyarazna","all-forgiving"
"megmagyarazni","all-forgotten"
"megmagyaraztad","all-fullness"
"megmenteset","all-gas"
"megmondana","all-giver"
"megmondani","all-glorious"
"megmondja","all-golden"
"megmondjak","Allgood"
"megmondom","all-governing"
"megmozgato","allgovite"
"megmutatna","all-gracious"
"megnevezni","all-grasping"
"megnezed","all-great"
"megnezendo","all-guiding"
"megnezesnel","Allhallow"
"megnezni","all-hallow"
"megneztem","all-hallowed"
"megnott","Allhallowmas"
"megnoveltek","Allhallows"
"megnyert","Allhallowtide"
"megnyerte","all-happy"
"megnyilhat","allheal"
"megnyilo","all-healing"
"megnyilvanulasok","allheals"
"megnyit","all-hearing"
"megnyitasanak","all-heeding"
"megnyitja","all-helping"
"megnyitojan","all-hiding"
"megnyitotta","all-holy"
"megnyitottak","all-honored"
"megnyomnank","all-hoping"
"megnyugtato","all-hurting"
"megnyugtatoan","Alli"
"megnyugtatta","ally"
"megnyult","alliable"
"megoerueloek","alliably"
"megold","Alliaceae"
"megoldaas","alliaceous"
"megoldani","alliage"
"megoldas","Alliance"
"megoldasa","allianced"
"megoldasaink","alliancer"
"megoldasanak","alliances"
"megoldasara","alliance's"
"megoldasat","alliancing"
"megoldasaval","Allianora"
"megoldasokat","alliant"
"megoldason","Alliaria"
"megoldasra","Alliber"
"megoldast","allicampane"
"megoldatlan","allice"
"megoldodik","Allyce"
"megoldodott","allicholly"
"megoldott","alliciency"
"megorizve","allicient"
"megorvendeztetett","allicin"
"megorzodott","allicins"
"megosztanad","allicit"
"megosztanak","all-idolizing"
"megosztasaba","Allie"
"megpalyazni","all-year"
"megpedig","Allied"
"megprobalnam","Allier"
"megprobalni","Allies"
"megprobalok","alligate"
"megprobalom","alligated"
"megprobaltuk","alligating"
"megrakott","alligation"
"megrazo","alligations"
"megrende","alligator"
"megrendeleseket","alligatored"
"megrendelhetok","alligatorfish"
"megrendelnek","alligatorfishes"
"megrendelt","alligatoring"
"megrendezendo","alligators"
"megrendezeset","alligator's"
"megrendezni","allyic"
"megrohanja","allying"
"megsegitesere","allyl"
"megsegiteset","allylamine"
"megsem","allylate"
"megsemmisitette","allylation"
"megsemmisito","allylene"
"megserteni","allylic"
"megsertese","all-illuminating"
"megserteseert","allyls"
"megsertodtel","allylthiourea"
"megsertve","all-imitating"
"megserult","all-important"
"megsimogatta","all-impressive"
"megskalpoljak","Allin"
"megspekelt","all-in"
"megszabadultok","Allyn"
"megszakadasa","Allina"
"megszakitas","all-including"
"megszakitasok","all-inclusive"
"megszavazni","all-inclusiveness"
"megszavazott","All-india"
"megszavazta","Allyne"
"megszavazza","allineate"
"megszerezheto","allineation"
"megszerezni","all-infolding"
"megszerezte","all-informing"
"megszervezesevel","all-in-one"
"megszokassa","all-interesting"
"megszokotta","all-interpreting"
"megszolitas","all-invading"
"megszoritasokkal","all-involving"
"megszuleteset","Allionia"
"megszuletik","Allioniaceae"
"megszunese","allyou"
"megszunesevel","Allis"
"megszunt","Allys"
"megszuntetike","Allisan"
"megszuntetnek","allision"
"megszuntette","Allison"
"megszuntevel","Allyson"
"megtagadta","Allissa"
"megtakaritani","Allista"
"megtakaritas","Allister"
"megtakaritasokat","Allistir"
"megtakaritasokbol","all'italiana"
"megtakaritast","alliteral"
"megtalalalhato","alliterate"
"megtalalhato","alliterated"
"megtalalhatok","alliterates"
"megtalalhatom","alliterating"
"megtalalja","alliteration"
"megtalaljak","alliterational"
"megtalalni","alliterationist"
"megtalalod","alliterations"
"megtalalom","alliteration's"
"megtalaltam","alliterative"
"megtanulni","alliteratively"
"megtanulok","alliterativeness"
"megtanultak","alliterator"
"megtargyalasara","allituric"
"megtargyalta","Allium"
"megtartani","alliums"
"megtartasaval","allivalite"
"megtartottak","Allix"
"megtekintheti","all-jarred"
"megtelt","all-judging"
"megtenne","all-just"
"megteremtese","all-justifying"
"megteremtesehez","all-kind"
"megteszi","all-knavish"
"megtetszettek","all-knowing"
"megtette","all-knowingness"
"megtortenik","all-land"
"megtortent","all-lavish"
"megtudhatja","all-licensed"
"megtudni","all-lovely"
"megtudtam","all-loving"
"megugrott","all-maintaining"
"meguresedett","all-maker"
"megvalaszolasahoz","all-making"
"megvalaszolatlan","all-maturing"
"megvalasztjak","all-meaningness"
"megvalasztottak","all-merciful"
"megvalositasaert","all-metal"
"megvalositasahoz","all-might"
"megvalositasanak","all-miscreative"
"megvalosulnak","Allmon"
"megvaltozna","allmouth"
"megvaltozott","allmouths"
"megvaltoztatasaban","all-murdering"
"megvaltoztathatatlansagat","allness"
"megvaltoztatni","all-night"
"megvaltoztatta","all-noble"
"megvan","all-nourishing"
"megvannak","allo"
"megvarjak","allo-"
"megvasarlas","Alloa"
"megvenni","alloantibody"
"megveszi","allobar"
"megvetette","allobaric"
"megvette","allobars"
"megvettem","all-obedient"
"megvilagosodott","all-obeying"
"megvitatjak","all-oblivious"
"megvitatott","Allobroges"
"megvolt","allobrogical"
"megy","all-obscuring"
"megye","allocability"
"megyeben","allocable"
"megyei","allocaffeine"
"megyek","allocatable"
"megyeri","allocate"
"megyunk","allocated"
"megzavartak","allocatee"
"megzenesites","allocates"
"meheszeti","allocating"
"mehet","allocation"
"mehetek","allocations"
"mehetnek","allocator"
"mehkerek-nagyszalonta","allocators"
"mehvoux","allocator's"
"mekkora","allocatur"
"mel","allocheiria"
"meleg","allochetia"
"melegen-szo","allochetite"
"melle","allochezia"
"mellek","allochiral"
"mellekallast","allochirally"
"mellekelek","allochiria"
"mellekelem","allochlorophyll"
"melleknevi","allochroic"
"melleknevnek","allochroite"
"mellektermekei","allochromatic"
"mellekutak","allochroous"
"mellekutakra","allochthon"
"mellenyek","allochthonous"
"mellesleg","allocyanine"
"mellett","allocinnamic"
"melletti","Allock"
"mellol","alloclase"
"melluszo","alloclasite"
"meltanytalanul","allocochick"
"meltatlankodott","allocryptic"
"melto","allocrotonic"
"meltosagot","allocthonous"
"mely","allocute"
"melyben","allocution"
"melyebben","allocutive"
"melyek","allod"
"melyen","allodelphite"
"melyet","allodesmism"
"melyhangrendu.talan","allodge"
"melyik","allody"
"melyikben","allodia"
"melyikek","allodial"
"melyiket","allodialism"
"melyitenek","allodialist"
"melynek","allodiality"
"melyseg","allodially"
"melyul","allodian"
"memoria","allodiary"
"memoriaba","allodiaries"
"memoriat","allodies"
"memoriaterulet","allodification"
"memory","allodium"
"menekueloe","allods"
"menekulteket","alloeosis"
"menet","alloeostropha"
"menete","alloeotic"
"meneteben","alloerotic"
"menetem","alloerotism"
"menetere","allogamy"
"menetm","allogamies"
"menetrend","allogamous"
"menjen","allogene"
"menjunk","allogeneic"
"mennek","allogeneity"
"mennel","allogeneous"
"mennem","allogenic"
"menni","allogenically"
"mennyi","allograft"
"mennyibe","allograph"
"mennyiben","allographic"
"mennyire","alloy"
"mennyisegben","alloyage"
"mennyiseget","alloyed"
"mennyisegu","alloying"
"mennyit","all-oil"
"mennyivel","alloimmune"
"meno","alloiogenesis"
"ment","alloiometry"
"menten","alloiometric"
"mentes","alloys"
"mentesit","alloy's"
"mentesseg","alloisomer"
"mentesul","alloisomeric"
"mentettem","alloisomerism"
"mento","allokinesis"
"mentunk","allokinetic"
"menu","allokurtic"
"menui","allolalia"
"menupontjuk","allolalic"
"menuponttal","allomerism"
"menureteg","allomerization"
"mer","allomerize"
"mercenek","allomerized"
"merem","allomerizing"
"merenyletek","allomerous"
"meresek","allometry"
"mereserol","allometric"
"meresi","allomorph"
"meresz","allomorphic"
"merete","allomorphism"
"meretu","allomorphite"
"mereture","allomucic"
"merfoldet","allonge"
"merfoldko","allonges"
"merfoldnyire","allonym"
"merfoldre","allonymous"
"mergezo","allonymously"
"merhetem","allonyms"
"merik","allonomous"
"merjem","Allons"
"merjenek","alloo"
"merk-bol","allo-octaploid"
"merko","allopalladium"
"merkozes","allopath"
"merkozesebol","allopathetic"
"merkozeseinek","allopathetically"
"merkozeseit","allopathy"
"merkozesek","allopathic"
"merkozeseken","allopathically"
"merkozeseket","allopathies"
"merkozesen","allopathist"
"merkozeset","allopaths"
"merkozesnek","allopatry"
"merkozesre","allopatric"
"merkozessel","allopatrically"
"merkozest","allopelagic"
"merleg","allophanamid"
"merlegelnie","allophanamide"
"merleget","allophanate"
"merleggel","allophanates"
"mernek","allophane"
"merni","allophanic"
"mernoek","allophyle"
"mernyei","allophylian"
"meroleges","allophylic"
"merre","Allophylus"
"merseklesere","allophite"
"mert","allophytoid"
"merte","allophone"
"mertekben","allophones"
"merteke","allophonic"
"mertekeig","allophonically"
"mertekerol","allophore"
"merul","alloplasm"
"merules","alloplasmatic"
"merult","alloplasmic"
"mese","alloplast"
"mesebeli","alloplasty"
"meseelte","alloplastic"
"message","alloploidy"
"messze","allopolyploid"
"messzesegbol","allopolyploidy"
"messzi","allopsychic"
"messzirol","allopurinol"
"mesterevel","alloquy"
"mesterfoku","alloquial"
"mesterien","alloquialism"
"meszarlas","all-ordering"
"meszaros","allorhythmia"
"meteorologus","all-or-none"
"meteorraj","allorrhyhmia"
"meter","allorrhythmic"
"meteres","allosaur"
"meternyire","Allosaurus"
"methodos","allose"
"methylase","allosematic"
"methylase-ok","allosyndesis"
"metilazokkal","allosyndetic"
"metodusai","allosome"
"metodust","allosteric"
"metron","allosterically"
"metsze","allot"
"mexicoban","alloted"
"mezei","allotee"
"mezobe","allotelluric"
"mezogazdasag","allotheism"
"mezogazdasagi","allotheist"
"mezogazdasagnak","allotheistic"
"mezogazdasagot","Allotheria"
"mezogazdasagra","allothigene"
"mezony","allothigenetic"
"mezonye","allothigenetically"
"mg","allothigenic"
"mhz-el","allothigenous"
"mi","allothimorph"
"mi'g","allothimorphic"
"mialatt","allothogenic"
"mian","allothogenous"
"miatt","allotype"
"micimacko","allotypes"
"microsoft-nak","allotypy"
"microsystem","allotypic"
"microwave","allotypical"
"micsoda","allotypically"
"micsodat","allotypies"
"mieert","allotment"
"mielobb","allotments"
"mielobbi","allotment's"
"mielott","allotransplant"
"miep","allotransplantation"
"miep-frakcio","allotrylic"
"miep-frakciovezeto","allotriodontia"
"miep-tagokon","Allotriognathi"
"miert","allotriomorphic"
"mifele","allotriophagy"
"mifenenek","allotriophagia"
"mig","allotriuria"
"miha","allotrope"
"mihail","allotropes"
"mihaly","allotrophic"
"mihalynak","allotropy"
"mihalyt","allotropic"
"mihamarabb","allotropical"
"miindezt","allotropically"
