"Greek","English"
"καρφιτσώνω","Arachnomorphae"
"κασετόφωνο","arachnophagous"
"κασιδιάρης","arachnopia"
"κασσίτερος","Arad"
"καστανιέτα","aradid"
"καστόρινος","Aradidae"
"καταβολάδα","arado"
"κατάβρεγμα","Arae"
"καταβυθίζω","araeometer"
"καταβύθιση","araeosystyle"
"καταγγελία","araeostyle"
"καταγγέλλω","araeotic"
"κατάδεσμος","Arafat"
"καταδικάζω","Arafura"
"καταδότρια","Aragallus"
"καταδύομαι","Aragats"
"καταζήτηση","arage"
"καταθορυβώ","Arago"
"καταισχύνη","Aragon"
"κατακαθίζω","Aragonese"
"κατακέφαλα","Aragonian"
"κατακλείδα","aragonite"
"κατακλείδι","aragonitic"
"κατάκοιτος","aragonspath"
"κατακραυγή","Araguaia"
"κατακτητής","Araguaya"
"κατακυρώνω","araguane"
"κατακύρωση","Araguari"
"καταλεπτώς","araguato"
"κατάλευκος","araignee"
"καταληπτός","arain"
"καταληψίας","arayne"
"κατάλληλος","Arains"
"καταλογίζω","araire"
"κατάμαυρος","araise"
"καταμερίζω","Arak"
"κατάμεστος","Arakan"
"καταμήνυση","Arakanese"
"κατάμουτρα","Arakawa"
"καταναλώνω","arakawaite"
"κατανάλωση","arake"
"κατανίκηση","a-rake"
"κατανοητός","Araks"
"κατάξανθος","Aralac"
"καταξοδεύω","Araldo"
"καταπάτηση","Arales"
"καταπέλτης","Aralia"
"κατάπλασμα","Araliaceae"
"καταπληξία","araliaceous"
"καταπλήσσω","araliad"
"κατάπλωρος","Araliaephyllum"
"καταπόνηση","aralie"
"καταπραΰνω","Araliophyllum"
"καταπτόηση","aralkyl"
"καταριέμαι","aralkylated"
"κατάρρευση","Arallu"
"καταρρίπτω","Aralu"
"κατασιγάζω","Aram"
"κατάσκοπος","Aramaean"
"καταστέλλω","Aramaic"
"κατάστερος","Aramaicize"
"καταστρέφω","aramayoite"
"καταστροφή","Aramaism"
"κατάστρωμα","Aramanta"
"καταστρώνω","Aramburu"
"κατάστρωση","Aramean"
"καταταράζω","Aramen"
"κατατεθείς","Aramenta"
"κατατοπίζω","aramid"
"κατατόπιση","Aramidae"
"κατατρυπάω","aramids"
"κατάφορτος","aramina"
"καταφρόνια","Araminta"
"καταχερίζω","ARAMIS"
"καταχθόνια","Aramitess"
"καταχρώμαι","Aramu"
"καταχώρηση","Aramus"
"καταχωρίζω","Aran"
"καταχώριση","Arand"
"καταψηφίζω","Aranda"
"καταψήφιση","Arandas"
"καταψύκτης","Aranea"
"κατεδαφίζω","Araneae"
"κατεδάφιση","araneid"
"κατεπείγων","Araneida"
"κατεργάρης","araneidal"
"κατεργαριά","araneidan"
"κατεργασία","araneids"
"κατέρχομαι","araneiform"
"κατευθείαν","Araneiformes"
"κατεύθυνση","Araneiformia"
"κατευοδώνω","aranein"
"κατηγόρημα","Araneina"
"κατηφορίζω","Araneoidea"
"κατονομάζω","araneology"
"κατόπτευση","araneologist"
"κατοπτρίζω","araneose"
"κατορθωτός","araneous"
"κατοστάρης","aranga"
"κατοσταριά","arango"
"κατοχυρώνω","arangoes"
"κατοχύρωση","Aranha"
"κατραπακιά","Arany"
"κατσάβραχα","Aranyaka"
"κατσαδιάζω","Aranyaprathet"
"κατσίβελος","arank"
"κατωφέρεια","aranzada"
"καυκαλήθρα","arapahite"
"καυτηριάζω","Arapaho"
"καυτηρίαση","Arapahoe"
"καφεκόπτης","Arapahoes"
"καφενόβιος","Arapahos"
"καχεκτικός","arapaima"
"καχύποπτος","arapaimas"
"καψούρικος","Arapesh"
"κειμενικός","Arapeshes"
"κεκλιμένος","araphorostic"
"κελάηδισμα","araphostic"
"κελαρυστός","araponga"
"κενυάτικος","arapunga"
"κεραμίστας","Araquaju"
"κερασένιος","arar"
"κερασφόρος","Arara"
"κερατένιος","araracanga"
"κερδοσκοπώ","ararao"
"κερδοφορία","Ararat"
"κερδοφόρος","ararauna"
"κερκόπορτα","arariba"
"κεφαλαλγία","araroba"
"κεφαλοτύρι","ararobas"
"κεφαλοχώρι","araru"
"κεχριμπάρι","Aras"
"κηδεμονεύω","arase"
"κηπευτικός","Arathorn"
"κηπουρικός","arati"
"κηροστάτης","aratinga"
"κιγκαλερία","aration"
"κιγκλίδωμα","aratory"
"κιθαρίστας","Aratus"
"κιθαριστής","Araua"
"κιλοβατώρα","Arauan"
"κινηματίας","Araucan"
"κινηματική","Araucania"
"κινητήριος","Araucanian"
"κινητοποιώ","Araucano"
"κιονόκρανο","Araucaria"
"κιτρίνισμα","Araucariaceae"
"κιτρινωπός","araucarian"
"κλαδευτήρα","Araucarioxylon"
"κλαδευτήρι","Araujia"
"κλακαδόρος","Arauna"
"κλατάρισμα","Arawa"
"κλαψουρίζω","Arawak"
"κλειδοθήκη","Arawakan"
"κλειδούχος","Arawakian"
"κλειτορίδα","Arawaks"
"κλεφτουριά","Arawn"
"κλεψιτυπία","Araxa"
"κλεψίτυπος","Araxes"
"κληματαριά","arb"
"κληματσίδα","arba"
"κλημεντίνη","Arbacia"
"κληροδοσία","arbacin"
"κληροδότης","arbalest"
"κληροδόχος","arbalester"
"κληρονομιά","arbalestre"
"κληρονομία","arbalestrier"
"κληρονόμος","arbalests"
"κλιμακωτός","arbalist"
"κλιματικός","arbalister"
"κλοπιμαίος","arbalists"
"κλωσοπούλι","arbalo"
"κλωσόπουλο","arbalos"
"κοιλόπονος","Arbe"
"κοιμητήριο","Arbela"
"κοινοτικός","Arbela-Gaugamela"
"κοινοτοπία","arbelest"
"κοινότοπος","Arber"
"κοινωνικός","Arbil"
"κοινωφελής","arbinose"
"κοκαλένιος","Arbyrd"
"κοκαλιάρης","arbiter"
"κοκκίνισμα","arbiters"
"κοκκινωπός","arbiter's"
"κοκκυγικός","arbith"
"κολασμένος","arbitrable"
"κολαστήριο","arbitrage"
"κολλητικός","arbitrager"
"κολομβιανή","arbitragers"
"κολοσσιαία","arbitrages"
"κολυμβήθρα","arbitrageur"
"κολυμβητής","arbitragist"
"κολυμπήθρα","arbitral"
"κομισάριος","arbitrament"
"κομιτατζής","arbitraments"
"κομματιάζω","arbitrary"
"κομματικός","arbitraries"
"κομμωτήριο","arbitrarily"
"κομμωτικός","arbitrariness"
"κομπινεζόν","arbitrarinesses"
"κομπιούτερ","arbitrate"
"κομπλεξάρω","arbitrated"
"κονδυλώδης","arbitrates"
"κοντόθωρος","arbitrating"
"κοντολογίς","arbitration"
"κοντόσωμος","arbitrational"
"κοντρολάρω","arbitrationist"
"κοπανατζής","arbitrations"
"κοπανιστός","arbitrative"
"κοπλιμέντο","arbitrator"
"κοπρολογία","arbitrators"
"κοπρόσκυλο","arbitrator's"
"κορεατικός","arbitratorship"
"κορεάτικος","arbitratrix"
"κορμοράνος","arbitre"
"κορνάρισμα","arbitrement"
"κορυδαλλός","arbitrer"
"κορφοβούνι","arbitress"
"κοσκίνισμα","arbitry"
"κοσμητικός","Arblay"
"κοσμήτορας","arblast"
"κοσμιότητα","Arboles"
"κοσμογονία","arboloco"
"κοσμολογία","Arbon"
"κοστολόγιο","arbor"
"κοτσαδόρος","arboraceous"
"κοτσονάτος","arboral"
"κοτυληδόνα","arborary"
"κουβαλητής","arborator"
"κουβανικός","arborea"
"κουβαριάζω","arboreal"
"κουβαρντάς","arboreally"
"κουβούκλιο","arborean"
"κουδουνίζω","arbored"
"κουζουλάδα","arboreous"
"κουκλόπανο","arborer"
"κουκούλωμα","arbores"
"κουκουλώνω","arborescence"
"κουκουνάρα","arborescent"
"κουκουνάρι","arborescently"
"κουλοχέρης","arboresque"
"κουμαντάρω","arboret"
"κουμαρτζής","arboreta"
"κουμπούρας","arboretum"
"κουμπουριά","arboretums"
"κουνάμενος","arbory"
"κουνουπίδι","arborical"
"κουραμπιές","arboricole"
"κουρδιστής","arboricoline"
"κουρδιστός","arboricolous"
"κουρελαρία","arboricultural"
"κουρελιάζω","arboriculture"
"κούρνιασμα","arboriculturist"
"κουστουμιά","arboriform"
"κουτορνίθι","arborise"
"κουτουράδα","arborist"
"κουτόχορτο","arborists"
"κουτρούλης","arborization"
"κουτσαύτης","arborize"
"κουτσουλάω","arborized"
"κουτσουλιά","arborizes"
"κουφόβραση","arborizing"
"κουφοξυλιά","arboroid"
"κοψοχρονιά","arborolater"
"κρανοφόρος","arborolatry"
"κρατητήριο","arborous"
"κρατουμένη","arbors"
"κρατούμενη","arbor's"
"κρατούμενο","arborvitae"
"κραυγαλέος","arborvitaes"
"κρεαταγορά","arborway"
"κρεατοελιά","arbota"
"κρεατόπιτα","arbour"
"κρεμάμενος","arboured"
"κρεμαστάρι","arbours"
"κρεματόριο","Arbovale"
"κρεμμυδίλα","arbovirus"
"κρεοπωλείο","Arbroath"
"κρησάρισμα","arbs"
"κρησφύγετο","arbtrn"
"κριθάλευρο","Arbuckle"
"κροτάλισμα","arbuscle"
"κροταφικός","arbuscles"
"κρουαζιέρα","arbuscula"
"κρουπιέρης","arbuscular"
"κρούσταλλο","arbuscule"
"κρυολόγημα","arbust"
"κρυοπάγημα","arbusta"
"κρύσταλλος","arbusterin"
"κρυφοκοιτώ","arbusterol"
"κτηματικός","arbustum"
"κτηνίατρος","arbutase"
"κτηνοβασία","arbute"
"κτηνοτροφή","arbutean"
"κυανιούχος","arbutes"
"κυβερνήτης","Arbuthnot"
"κυβιστικός","arbutin"
"κυκλαδικός","arbutinase"
"κυκλοθυμία","arbutus"
"κυκλοτερής","arbutuses"
"κυκλοφορία","ARC"
"κυκλώπειος","arca"
"κυκλωτικός","arcabucero"
"κυλιόμενος","Arcacea"
"κυμαίνομαι","arcade"
"κυματισμός","arcaded"
"κυματιστός","arcades"
"κυνικότητα","arcade's"
"κυνόδοντας","Arcady"
"κυνοδρομία","Arcadia"
"κυπάρισσος","Arcadian"
"κυπραίικος","Arcadianism"
"κυριλλικός","Arcadianly"
"κυριολεκτώ","arcadians"
"κυριολεξία","arcadias"
"κυτιοποιία","Arcadic"
"κυτταρικός","arcading"
"κωδικοποιώ","arcadings"
"κωλοτούμπα","arcae"
"κωλοφαρδία","arcana"
"κωλόφαρδος","arcanal"
"κωλοχανείο","arcane"
"κωλυσιεργώ","Arcangelo"
"κωμικότητα","arcanist"
"κωπηλάτρια","arcanite"
"λαβύρινθος","Arcanum"
"λαγωχειλία","arcanums"
"λαγώχειλος","Arcaro"
"λαδέμπορας","Arcas"
"λαδέμπορος","Arcata"
"λαδομπογιά","arcate"
"λαθραλιεία","arcato"
"λαθροθήρας","arcature"
"λαθροθηρία","arcatures"
"λαϊκίστρια","arc-back"
"λαιμητόμος","arcboutant"
"λαιμοδέτης","arc-boutant"
"λαλίστατος","arccos"
"λαμπαδιάζω","arccosine"
"λαμπόγυαλο","Arce"
"λαμπρότητα","arced"
"λαμπύρισμα","Arcella"
"λανσάρισμα","arces"
"λαοθάλασσα","Arcesilaus"
"λαομίσητος","Arcesius"
"λαουτζίκος","Arceuthobium"
"λαουτιέρης","arcform"
"λασπολογία","arch"
"λασπολόγος","arch-"
"λατινιστής","Arch."
"λαφυραγωγώ","archabomination"
"λαχαναγορά","archae"
"λαχάνιασμα","archae-"
"λαχανόπιτα","Archaean"
"λεβέντικος","archaecraniate"
"λειαντικός","archaeo-"
"λειτουργιά","Archaeoceti"
"λειτουργία","Archaeocyathid"
"λειτουργός","Archaeocyathidae"
