"Thai","English"
"ครบเกษียณ","auriscopic"
"การรับปาก","auriscopically"
"เหล่าร้าย","aurist"
"ปั้วเปี้ย","aurists"
"ปิยะวัฒน์","Aurita"
"เล่นเบี้ย","aurite"
"คำสั่งการ","aurited"
"เมืองน่าน","aurivorous"
"ส้อมเสียง","Aurlie"
"นามสมมุติ","auro-"
"การลักลอบ","auroauric"
"พิมพ์โลหะ","aurobromide"
"ลิทัวเนีย","auroch"
"วิทูรชาติ","aurochloride"
"ภาษาเดนิช","aurochs"
"เทกระเป๋า","aurochses"
"เส้นโลหิต","aurocyanide"
"พวกขวาจัด","aurodiamine"
"พาณิชยการ","auronal"
"พ่อทูนหัว","Auroora"
"เลื่อนที่","aurophobia"
"ผิดฐานกบฏ","aurophore"
"ความระวัง","Aurora"
"โบกขรพรรษ","aurorae"
"ฉีดทางปาก","auroral"
"แผ่นสไลด์","aurorally"
"อโครเมียล","auroras"
"อโครเมียน","Aurore"
"จั๊กเดียม","aurorean"
"คงค่าเงิน","Aurorian"
"พลั้งเผลอ","aurorium"
"หมดเปลือก","aurotellurite"
"หมดเปลือง","aurothiosulphate"
"ข้อคัดย่อ","aurothiosulphuric"
"ไค่นุ่นกา","aurous"
"ถีบสามล้อ","aurrescu"
"กลิ่นชั้น","Aurthur"
"ใกล้เคียง","aurulent"
"กลีบโกมุท","Aurum"
"มาตย์สาลี","aurums"
"เวลาเริ่ม","aurung"
"จันทร์ราช","Aurungzeb"
"มั่นเหมาะ","aurure"
"พ่นสเปรย์","AUS"
"พ่อบุตรดี","Aus."
"ตราตรึงใจ","Ausable"
"ตำแยเครือ","Auschwitz"
"คำภีธัมโม","auscult"
"ซาบซึ้งใจ","auscultascope"
"ตะกั่วแดง","auscultate"
"ค่าตัวแปร","auscultated"
"ที่เจาะรู","auscultates"
"หญ้าลิเภา","auscultating"
"การบุกรุก","auscultation"
"เซ็กเตอร์","auscultations"
"ไม้วอลนัต","auscultative"
"อัดอั้นใจ","auscultator"
"เที่ยวแรก","auscultatory"
"เขาสูงชัน","Auscultoscope"
"สลักสำคัญ","Ause"
"สรงน้ำพระ","ausform"
"กุญชรเกษม","ausformed"
"คนบ้านนอก","ausforming"
"เงินชดเชย","ausforms"
"กลัวฝูงชน","ausgespielt"
"ส่ายสะโพก","Ausgleich"
"นกกาเหว่า","Ausgleiche"
"เตร็ดเตรน","Aushar"
"กฤษฎาญชลี","Auslander"
"รับสารภาพ","auslaut"
"มะลิวัลย์","auslaute"
"คำติเตียน","Auslese"
"การสืบสวน","Ausones"
"เฉลิมขวัญ","Ausonian"
"ถั่วชิคพี","Ausonius"
"หม่อมเจ้า","auspex"
"เกมกระดาน","auspicate"
"ปล่อยเสรี","auspicated"
"ขาวยะบุตร","auspicating"
"ทุ่งมังกร","auspice"
"หลอดอาหาร","auspices"
"แซ่เอี้ยว","auspicy"
"น้ำคาวปลา","auspicial"
"เข้าหมิ้น","auspicious"
"สมุดอวยพร","auspiciously"
"แม่น้ำเรด","auspiciousness"
"ธาตุดีบุก","Aussie"
"กระดาษย่น","aussies"
"ซุ่มโจมตี","Aust"
"ไชยะพันธ์","Aust."
"พระอุโบสถ","Austafrican"
"สุไหงปาดี","austausch"
"ร่องเสียง","Austell"
"มีระยะยิง","austemper"
"ตระสินธุ์","Austen"
"เต็มไปหมด","austenite"
"ปากต่อปาก","austenitic"
"สรรพสัตว์","austenitize"
"เรียนเชิญ","austenitized"
"เจริญเลิศ","austenitizing"
"น้อยโหน่ง","Auster"
"กุญแจรหัส","austere"
"การครูดไถ","austerely"
"ไหมขัดฟัน","austereness"
"เอกศักดิ์","austerer"
"บัวตะกั่ว","austerest"
"เงินนำจับ","austerity"
"ตรีไตรศูล","austerities"
"เจดียสถาน","Austerlitz"
"ชาตินักรบ","austerus"
"ล้มกระดาน","Austin"
"คนว่างงาน","Austina"
"เขตบุญไสย","Austinburg"
"การบริจาค","Austine"
"พร้อมสรรพ","Austinville"
"เหมืองฝาย","Auston"
"เชื้อชาติ","austr-"
"กริ่งเกรง","Austral"
"เน้นเสียง","Austral."
"หลังคาโลก","Australanthropus"
"จักรพันธ์","Australasia"
"เตรียมตรม","Australasian"
"พีรพันธุ์","Australe"
"วาร์ไรตี้","australene"
"เซ็นเซอร์","Austral-english"
"ลีเบรอวิล","Australia"
"การอธิบาย","Australian"
"ชนสวัสดิ์","Australiana"
"เหยียบย่ำ","Australianism"
"จุดสุดยอด","Australianize"
"สุริยะไกร","Australian-oak"
"การไหลหยด","australians"
"ความพินาศ","Australic"
"ความเอียง","Australioid"
"เรือกัญญา","Australis"
"ขาดคอช้าง","australite"
"พระชนมายุ","Australoid"
"สารบบย่อย","Australopithecinae"
"เร็กคอร์ด","Australopithecine"
"ภาษาไอริช","Australopithecus"
"เงินมัดจำ","Australorp"
"โอปปาติกะ","australs"
"โฮมเพจของ","Austrasia"
"การตัดกัน","Austrasian"
"พื้นขุนทด","Austreng"
"ดำรงชีวิต","Austria"
"คลื่นสมอง","Austria-Hungary"
"ดื่มเหล้า","Austrian"
"เกณฑ์สาคู","Austrianize"
"อัปยศอดสู","austrians"
"ข้อผูกมัด","Austric"
"กทิศาสตร์","austrine"
"ไกลที่สุด","austringer"
"วิบากกรรม","austrium"
"ขายบริการ","Austro-"
"ภาวะการณ์","Austroasiatic"
"เดือนเย็น","Austro-Asiatic"
"อล่องฉ่อง","Austro-columbia"
"พึ่งตนเอง","Austro-columbian"
"โกพลรัตน์","Austrogaea"
"กณิกนันต์","Austrogaean"
"ไร้ยางอาย","Austro-Hungarian"
"สวนสุขภาพ","Austro-malayan"
"สิทธิบัตร","austromancy"
"พุ่งพล่าน","Austronesia"
"กันเนื่อง","Austronesian"
"อโศกมนตรี","Austrophil"
"เทียมมาลา","Austrophile"
"มันกระโทก","Austrophilism"
"ตามธรรมดา","Austroriparian"
"โน้ตดนตรี","Austro-swiss"
"มะกอกพราน","Austwell"
"ทำให้อ้วน","ausu"
"เสียงก้อง","ausubo"
"อยู่ภายใน","ausubos"
"ระย้าแก้ว","aut-"
"การพูดตอบ","autacoid"
"แพร่ระบาด","autacoidal"
"เพชรรักษ์","autacoids"
"ลิ้นสุนัข","autaesthesy"
"อนาคอนด้า","autallotriomorphic"
"อารีรักษ์","autantitypy"
"อรหัตมรรค","autarch"
"ชักหัวคิว","autarchy"
"ร้องอุทาน","autarchic"
"หัวฉีดน้ำ","autarchical"
"วิเคราะห์","autarchically"
"ธาตุทองคำ","autarchies"
"โตเล่นหาง","autarchist"
"สิ่งกวนใจ","Autarchoglossa"
"บุญอินทร์","autarky"
"แดนสวรรค์","autarkic"
"ฟักสุวรรณ","autarkical"
"รุ่งตะวัน","autarkically"
"จิตติวรรณ","autarkies"
"สาวกลัทธิ","autarkik"
"คนติดสุรา","autarkikal"
"ร้านตัดผม","autarkist"
"เอสโทรเจน","Autaugaville"
"โป๊กเกอร์","aute"
"ตราบใดที่","autechoscope"
"วัวเพศผู้","autecy"
"ซังกะบ๊วย","autecious"
"ทุกขารมณ์","auteciously"
"นิวโทรฟิล","auteciousness"
"มืดอินทร์","autecism"
"มหาขันธกะ","autecisms"
"สันเขื่อน","autecology"
"การไต่สวน","autecologic"
"นิ่งเงียบ","autecological"
"ธนอุดมกุล","autecologically"
"ทำให้เจ็บ","autecologist"
"นักกฎหมาย","autem"
"เกษราภรณ์","autere"
"พิมพ์โคตร","Auteuil"
"เหม็นหน้า","auteur"
"สัมโภคกาย","auteurism"
"โคตรนาวัง","auteurs"
"นิลพัทธิ์","autexousy"
"ทรัพย์มาก","auth"
"เกตน์สิรี","auth."
"เป็กบอร์ด","authentic"
"น้ำเลี้ยง","authentical"
"ผู้ติดตาม","authentically"
