"Indonesian","English"
"nangui","antiloquy"
"naning","antilottery"
"nanofarad","antiluetic"
"nanofosil","antiluetin"
"nanogram","antimacassar"
"nanometer","antimacassars"
"nanti","Anti-macedonian"
"napal","Anti-macedonianism"
"napalm","antimachination"
"napas","antimachine"
"napuh","antimachinery"
"naqal","Antimachus"
"naqli","antimagistratical"
"nara","antimagnetic"
"narablog","antimalaria"
"narapati","antimalarial"
"narapidana","antimale"
"narapraja","antimallein"
"narasi","Anti-malthusian"
"narasumber","anti-Malthusianism"
"naratif","antiman"
"narator","antimanagement"
"narkolepsi","antimaniac"
"narkomaniak","antimaniacal"
"narkose","anti-maniacal"
"narkosis","Antimarian"
"narkotik","antimark"
"narpati","antimartyr"
"narsis","antimask"
"narsisisme","antimasker"
"narsisme","antimasks"
"narwastu","Antimason"
"nas","Anti-Mason"
"nasab","Antimasonic"
"nasabah","Anti-Masonic"
"nasakh","Antimasonry"
"nasal","Anti-Masonry"
"nasalisasi","antimasque"
"nasar","antimasquer"
"nasehat","antimasquerade"
"nasel","antimaterialism"
"nasi","antimaterialist"
"nasi-nasi","antimaterialistic"
"nasib","antimaterialistically"
"nasihat","antimatrimonial"
"nasion","antimatrimonialist"
"nasional","antimatter"
"nasionalis","antimechanism"
"nasionalisasi","antimechanist"
"nasionalisme","antimechanistic"
"nasionalistis","antimechanistically"
"nasionisme","antimechanization"
"naskah","antimediaeval"
"nasofaring","antimediaevalism"
"nasrani","antimediaevalist"
"nasti","antimediaevally"
"nasut","antimedical"
"natal","antimedically"
"natalis","antimedication"
"natalitas","antimedicative"
"natang","antimedicine"
"natar","antimedieval"
"natijah","antimedievalism"
"nativis","antimedievalist"
"nativisme","antimedievally"
"nativistik","antimelancholic"
"natolokal","antimellin"
"natrium","antimeningococcic"
"natur","antimensia"
"natura","antimension"
"natural","antimensium"
"naturalis","antimephitic"
"naturalisasi","antimere"
"naturalisme","antimeres"
"naturalistis","antimerger"
"naturopatis","antimerging"
"naung","antimeric"
"nauplius","Antimerina"
"nausea","antimerism"
"nautik","antimeristem"
"nautika","antimesia"
"nautikal","antimeson"
"nautilus","Anti-messiah"
"nauzubillah","antimetabole"
"navigasi","antimetabolite"
"navigator","antimetathesis"
"nawa","antimetathetic"
"nawaitu","antimeter"
"nawala","antimethod"
"nawalapradata","antimethodic"
"nayaka","antimethodical"
"nayam","antimethodically"
"nayap","antimethodicalness"
"nazam","antimetrical"
"nazar","antimetropia"
"nazi","antimetropic"
"naziisme","Anti-mexican"
"nazim","antimiasmatic"
"nazir","antimycotic"
"ndoro","antimicrobial"
"ndoroisme","antimicrobic"
"neala","antimilitary"
"nealogi","antimilitarism"
"nebeng","antimilitarist"
"nebula","antimilitaristic"
"nebulium","antimilitaristically"
"neces","antiministerial"
"necis","antiministerialist"
"nefoskop","antiministerially"
"nefrektomi","antiminsia"
"nefridium","antiminsion"
"nefrit","antimiscegenation"
"nefritis","antimissile"
"nefroblastoma","antimission"
"nefrologi","antimissionary"
"nefron","antimissioner"
"nefrosis","antimystic"
"negara","antimystical"
"negarawan","antimystically"
"negasi","antimysticalness"
"negatif","antimysticism"
"negativisme","antimythic"
"negativistik","antimythical"
"neger","antimitotic"
"negeri","antimixing"
"negosi","antimnemonic"
"negosiasi","antimodel"
"negosiator","antimodern"
"negrito","antimodernism"
"negro","antimodernist"
"negroid","antimodernistic"
"negus","antimodernization"
"nek","antimodernly"
"neka","antimodernness"
"neka-neka","Anti-mohammedan"
"nekad","antimonarch"
"nekara","antimonarchal"
"nekat","antimonarchally"
"nekel","antimonarchy"
"neko","antimonarchial"
"nekrofag","antimonarchic"
"nekrofagus","antimonarchical"
"nekrofili","antimonarchically"
"nekrofilia","antimonarchicalness"
"nekrogeografi","antimonarchism"
"nekrolog","antimonarchist"
"nekrologi","antimonarchistic"
"nekromansi","antimonarchists"
"nekropolis","antimonate"
"nekropsi","Anti-mongolian"
"nekrosis","antimony"
"neksus","antimonial"
"nektar","antimoniate"
"nelangsa","antimoniated"
"nelayan","antimonic"
"nemagon","antimonid"
"nematoda","antimonide"
"nematologi","antimonies"
"nematosida","antimoniferous"
"nematosis","anti-mony-yellow"
"nenda","antimonyl"
"nendatan","antimonioso-"
"nenek","antimonious"
"nenekanda","antimonite"
"nenen","antimonium"
"nenenda","antimoniuret"
"nener","antimoniureted"
"nenes","antimoniuretted"
"neng","antimonopoly"
"neo-","antimonopolism"
"neodarwinisme","antimonopolist"
"neodimium","antimonopolistic"
"neofeodalisme","antimonopolization"
"neofeodalistis","antimonous"
"neoiknologi","antimonsoon"
"neoimpresionisme","antimoral"
"neokarpi","antimoralism"
"neoklasik","antimoralist"
"neoklasisisme","antimoralistic"
"neoklasisme","antimorality"
"neokolonialisme","Anti-mosaical"
"neoliberalisme","antimosquito"
"neolit","antimusical"
"neolitik","antimusically"
"neolitikum","antimusicalness"
"neologi","Antin"
"neologisme","antinarcotic"
"neolokal","antinarcotics"
"neon","antinarrative"
"neonatal","antinational"
"neonatus","antinationalism"
"neontologi","antinationalist"
"neoplasma","Anti-nationalist"
"neoplatonisme","antinationalistic"
"neoprena","antinationalistically"
"neositosis","antinationalists"
"neotipologi","antinationalization"
"neovirus","antinationally"
"neozoikum","antinatural"
"nepotis","antinaturalism"
"nepotisme","antinaturalist"
"neptunium","antinaturalistic"
"neptunus","antinaturally"
"neraca","antinaturalness"
"nerak","anti-nebraska"
"neraka","antinegro"
"neritik","anti-Negro"
"neritopelagik","anti-Negroes"
"neritoplankton","antinegroism"
"neroglia","anti-Negroism"
"nervasi","antineologian"
"nervur","antineoplastic"
"nesa","antinephritic"
"nestapa","antinepotic"
"nestor","antineuralgic"
"net","antineuritic"
"neting","antineurotoxin"
"neto","antineutral"
"netra","antineutralism"
"netral","antineutrality"
"netralis","antineutrally"
"netralisasi","antineutrino"
"netralisme","antineutrinos"
"netralitas","antineutron"
"neural","antineutrons"
"neuralgia","anting"
"neurastenia","anting-anting"
"neuritis","antings"
"neuroblastoma","antinial"
"neuroglia","anti-nicaean"
"neurolinguistik","antinicotine"
"neurolog","antinihilism"
"neurologi","antinihilist"
"neurologis","Anti-nihilist"
"neuron","antinihilistic"
"neurosis","antinion"
"neurotik","Anti-noahite"
"neurotransmiter","antinodal"
"neustonologi","antinode"
"neutrino","antinodes"
"neutron","antinoise"
"newton","antinome"
"ngabei","antinomy"
"ngaben","antinomian"
"ngablak","antinomianism"
"ngabur","antinomians"
"ngakngikngok","antinomic"
"ngalau","antinomical"
"ngalor-ngidul","antinomies"
"nganga","antinomist"
"ngap-ngap","antinoness"
"ngapain","Anti-nordic"
"ngarai","antinormal"
"ngeang","antinormality"
"ngebet","antinormalness"
"ngebut","Antinos"
"ngeceng","antinosarian"
"ngeden","Antinous"
"ngedumel","antinovel"
"ngelindur","anti-novel"
"ngemil","antinovelist"
"ngenas","anti-novelist"
"ngengat","antinovels"
"ngenyek","antinucleon"
"ngeong","antinucleons"
"ngeres","antinuke"
"ngeri","antiobesity"
"ngiang","Antioch"
"ngilu","Antiochene"
"ngoko","Antiochian"
"ngos-ngosan","Antiochianism"
"ngot-ngotan","Antiochus"
"ngowos","antiodont"
"ngoyo","antiodontalgic"
"ngung","anti-odontalgic"
"ni","Antiope"
"nia","antiopelmous"
"niaga","anti-open-shop"
"niagawan","antiophthalmic"
"nian","antiopium"
"niasin","antiopiumist"
"niat","antiopiumite"
"nibung","antioptimism"
"nica","antioptimist"
"nidasi","antioptimistic"
"nidera","antioptimistical"
"nidikola","antioptimistically"
"nidulus","antioptionist"
"nifak","antiorgastic"
"nifas","anti-orgastic"
"nih","Anti-oriental"
"nihil","anti-Orientalism"
"nihilis","anti-Orientalist"
"nihilisme","antiorthodox"
"nijas","antiorthodoxy"
"nik","antiorthodoxly"
"nikah","anti-over"
"nikel","antioxidant"
"nikmat","antioxidants"
"nikotin","antioxidase"
"niktigami","antioxidizer"
"nila","antioxidizing"
"nilai","antioxygen"
"nilakandi","antioxygenating"
"nilam","antioxygenation"
"nilau","antioxygenator"
"nilon","antioxygenic"
"nimbostratus","antiozonant"
"nimbrung","antipacifism"
"nimfomania","antipacifist"
"ninabobo","antipacifistic"
"ning","antipacifists"
"ningnong","antipapacy"
"ningrat","antipapal"
"nini","antipapalist"
"ninik","antipapism"
"ninitowok","antipapist"
"niobium","antipapistic"
"nipah","antipapistical"
"nipis","antiparabema"
"nir-","antiparabemata"
"nira","antiparagraphe"
"niraksara","antiparagraphic"
"niraksarawan","antiparalytic"
"nirgagasan","antiparalytical"
"nirgesekan","antiparallel"
"nirguna","antiparallelogram"
"nirkabel","antiparasitic"
"nirlaba","antiparasitical"
"nirleka","antiparasitically"
"nirmala","antiparastatitis"
"nirselera","antiparliament"
"nirwana","antiparliamental"
"nirwarta","antiparliamentary"
"nis-","antiparliamentarian"
"nisab","antiparliamentarians"
"nisan","antiparliamentarist"
"nisbah","antiparliamenteer"
"nisbi","antipart"
"niscaya","antiparticle"
"niskala","antiparticles"
"nista","Antipas"
"nistagmus","Antipasch"
"nistatin","Antipascha"
"nitrat","antipass"
"nitrifikasi","antipasti"
"nitrobenzena","antipastic"
"nitrofili","antipasto"
"nitrofit","antipastos"
"nitrogen","Antipater"
"nitrogliserin","Antipatharia"
"nitroselulosa","antipatharian"
"niyaga","antipathetic"
"noa","antipathetical"
"nobat","antipathetically"
"nobelium","antipatheticalness"
"noda","antipathy"
"nodulus","antipathic"
"nodus","Antipathida"
"noem","antipathies"
"noja","antipathist"
"noken","antipathize"
"noktah","antipathogen"
"nokturia","antipathogene"
"nokturnal","antipathogenic"
"nol","antipatriarch"
"nomad","antipatriarchal"
"nomenklatur","antipatriarchally"
"nomina","antipatriarchy"
"nominal","antipatriot"
"nominalisasi","antipatriotic"
"nominalisme","antipatriotically"
"nominasi","antipatriotism"
"nominatif","Anti-paul"
"nominator","Anti-pauline"
"nomine","antipedal"
"nomogram","Antipedobaptism"
"nomokrasi","Antipedobaptist"
"nomor","antipeduncular"
"nomplok","Anti-pelagian"
"non","antipellagric"
"nona","antipendium"
"nonagresi","antipepsin"
"nonaktif","antipeptone"
"nonblok","antiperiodic"
"nondepartemen","antiperistalsis"
"nondepartemental","antiperistaltic"
"none","antiperistasis"
"nonekonomi","antiperistatic"
"noneksakta","antiperistatical"
"nonfiksi","antiperistatically"
"nonformal","antipersonnel"
"nong-nong","antiperspirant"
"nongol","antiperspirants"
"nongrata","antiperthite"
"nonhistoris","antipestilence"
"noni","antipestilent"
"nonilium","antipestilential"
"nonindustri","antipestilently"
"nonintervensi","antipetalous"
"nonius","antipewism"
"nonkimia","antiphagocytic"
"nonkombatan","antipharisaic"
"nonkonvensional","antipharmic"
"nonkooperasi","Antiphas"
"nonkooperatif","antiphase"
"nonmedis","Antiphates"
"nonmigas","Anti-philippizing"
"nonmiliter","antiphylloxeric"
"nonok","antiphilosophy"
"nonol","antiphilosophic"
"nonong","antiphilosophical"
"nonpatogenik","antiphilosophically"
"nonpemerintah","antiphilosophies"
"nonpolitik","antiphilosophism"
"nonpredikatif","antiphysic"
"nonpribumi","antiphysical"
"nonproduktif","antiphysically"
"nonprofit","antiphysicalness"
"nonprotein","antiphysician"
"nonsens","antiphlogistian"
"nonsilabis","antiphlogistic"
"nonstandar","antiphlogistin"
"nonstop","antiphon"
"nonteknis","antiphona"
"nontradisional","antiphonal"
"nonverbal","antiphonally"
"nopek","antiphonary"
"norak","antiphonaries"
"norit","antiphoner"
"norma","antiphonetic"
"normal","antiphony"
"normalisasi","antiphonic"
"normatif","antiphonical"
"nosologi","antiphonically"
"nostalgia","antiphonies"
"nostrum","antiphonon"
"not","antiphons"
"nota","antiphrases"
"notabene","antiphrasis"
"notariat","antiphrastic"
"notaris","antiphrastical"
"notasi","antiphrastically"
"notes","antiphthisic"
"notifikasi","antiphthisical"
"notok","Antiphus"
"notula","antipyic"
"notulis","antipyics"
"nova","antipill"
"novel","antipyonin"
"novela","antipyresis"
"novelet","antipyretic"
"novelis","antipyretics"
"november","antipyryl"
"novena","antipyrin"
"novokaina","Antipyrine"
"nrima","antipyrotic"
"nu","antiplague"
"nuansa","antiplanet"
"nubuat","antiplastic"
"nudis","antiplatelet"
"nudisme","anti-Plato"
"nugat","Anti-platonic"
"nugraha","anti-Platonically"
"nujum","anti-Platonism"
"nukil","anti-Platonist"
"nukleat","antipleion"
"nukleolus","antiplenist"
"nukleon","antiplethoric"
"nukleoprotein","antipleuritic"
"nukleus","antiplurality"
"nuklida","antipneumococcic"
"nuklir","antipodagric"
"nulipara","antipodagron"
"numeralia","antipodal"
"numerik","antipode"
"numeris","antipodean"
"numismatika","antipodeans"
"nun","Antipodes"
"nunatak","antipode's"
"nung","antipodic"
"nunsius","antipodism"
"nunut","antipodist"
"nur","Antipoenus"
"nuraga","antipoetic"
"nurani","antipoetical"
"nurbisa","antipoetically"
"nuri","antipoints"
"nuriah","antipolar"
"nus","antipole"
"nusa","antipolemist"
"nusaindah","antipoles"
"nusakambangan","antipolice"
"nusantara","antipolygamy"
"nusyu","antipolyneuritic"
"nusyus","Anti-polish"
"nutan","antipolitical"
"nutasi","antipolitically"
"nutfah","antipolitics"
"nutriea","antipollution"
"nutrisi","antipolo"
"nutrisionis","antipool"
"nutrisisme","antipooling"
"nuzul","antipope"
"nuzulul","antipopery"
"nyai","antipopes"
"nyak","antipopular"
"nyala","antipopularization"
"nyalang","antipopulationist"
"nyalar","antipopulism"
"nyalawadi","anti-Populist"
"nyale","antipornography"
"nyali","antipornographic"
"nyaman","antiportable"
"nyambing","antiposition"
"nyamik","antipot"
"nyamleng","antipoverty"
"nyampang","antipragmatic"
"nyamplung","antipragmatical"
"nyamuk","antipragmatically"
"nyamur","antipragmaticism"
"nyana","antipragmatism"
"nyang","antipragmatist"
"nyanya","antiprecipitin"
"nyanyah","antipredeterminant"
"nyanyang","anti-pre-existentiary"
"nyanyar","antiprelate"
"nyanyi","antiprelatic"
"nyanyu","antiprelatism"
"nyanyuk","antiprelatist"
"nyapang","antipreparedness"
"nyapnyap","antiprestidigitation"
"nyarang","antipriest"
"nyarik","antipriestcraft"
"nyaring","antipriesthood"
"nyaris","antiprime"
"nyata","antiprimer"
"nyatuh","antipriming"
"nyawa","antiprinciple"
"nyawang","antiprism"
"nyelekit","antiproductionist"
"nyemplong","antiproductive"
"nyentrik","antiproductively"
"nyenyai","antiproductiveness"
"nyenyak","antiproductivity"
"nyenyat","antiprofiteering"
"nyenyeh","antiprogressive"
"nyenyep","antiprohibition"
"nyenyet","antiprohibitionist"
"nyepi","antiprojectivity"
"nyeri","antiprophet"
"nyerocos","antiprostate"
"nyi","antiprostatic"
"nyilih","antiprostitution"
"nyingnying","antiprotease"
"nyinyir","antiproteolysis"
"nyiri","Anti-protestant"
"nyiru","anti-Protestantism"
"nyit","antiproton"
"nyiur","antiprotons"
"nyolnyolan","antiprotozoal"
"nyolo","antiprudential"
"nyoman","antipruritic"
"nyong","antipsalmist"
"nyonya","antipsychiatry"
"nyonyeh","antipsychotic"
"nyonyong","antipsoric"
"nyonyor","antiptosis"
"nyungsung","antipudic"
"nyunyut","antipuritan"
"nyureng","anti-Puritan"
"nyut","anti-Puritanism"
"o","Antipus"
"oase","antiputrefaction"
"oasis","antiputrefactive"
"obar","antiputrescent"
"obat","antiputrid"
"obduksi","antiq"
"obelisk","antiq."
"obeng","antiqua"
"obesitas","antiquary"
"obi","antiquarian"
"obituarium","antiquarianism"
"objek","antiquarianize"
"objektif","antiquarianly"
"objektivisme","antiquarians"
"objektivitas","antiquarian's"
"oblak","antiquaries"
"oblasi","antiquarism"
"obligasi","antiquarium"
"oblong","antiquartan"
"obo","antiquate"
"obor","antiquated"
"obral","antiquatedness"
"obras","antiquates"
"obrol","antiquating"
"obrus","antiquation"
"observasi","antique"
"observatorium","antiqued"
"obsesi","antiquely"
"obsesif","antiqueness"
"obsidian","antiquer"
"obsolet","antiquers"
"obstetri","antiques"
"obstruen","antique's"
"obstruksi","antiquing"
"obversi","antiquist"
