"Japanese","English"
"ｈ","Antonie"
"硬貨","Antonietta"
"一任","antonym"
"タッグ","antonymy"
"漫","antonymic"
"脊髄","antonymies"
"起る","antonymous"
"罪人","antonyms"
"日没","Antonin"
"前歯","Antonina"
"ラット","antoniniani"
"早川書房","antoninianus"
"皇居","Antonino"
"ユーゴ","Antoninus"
"大人しく","Antonio"
"ワトソン","Antony-over"
"わる","Antonito"
"干","Antonius"
"インテリジェント","antonomasy"
"リヨン","antonomasia"
"手際","antonomastic"
"唾","antonomastical"
"春秋","antonomastically"
"そぐわない","Antonovich"
"水温","antonovics"
"ビジネスチャンス","Antons"
"ホステス","antorbital"
"題する","antozone"
"縫製","antozonite"
"不確か","ant-pipit"
"体外","antproof"
"えーっ","antra"
"宛先","antral"
"ハッピーエンド","antralgia"
"集まれ","antre"
"大砲","antrectomy"
"出掛ける","antres"
"自然体","Antrim"
"悪戯","antrin"
"脱ぎ","antritis"
"高等裁判所","antrocele"
"未読","antronasal"
"謀","antrophore"
"日当たり","antrophose"
"平年","antrorse"
"院内","antrorsely"
"送り出す","antroscope"
"山川","antroscopy"
"帰し","Antrostomus"
"盆栽","antrotympanic"
"定率","antrotympanitis"
"農作業","antrotome"
"ｄ","antrotomy"
"熱血","antroversion"
"珠","antrovert"
"不払い","antrum"
"同乗","antrums"
"スギ","antrustion"
"亜鉛","antrustionship"
"トラスト","ants"
"マッカーシー","ant's"
"ファクス","antship"
"ケタ","antshrike"
"極める","antsy"
"隔週","antsier"
"アットホーム","antsiest"
"思ひ","antsigne"
"横顔","antsy-pantsy"
"客層","Antsirane"
"移設","antthrush"
"スンニ","ant-thrush"
"金具","ANTU"
"べた","Antum"
"たえ","Antung"
"コネクタ","Antwerp"
"思い当たる","Antwerpen"
"徴税","antwise"
"組曲","ANU"
"破局","anubin"
"言い出し","anubing"
"半身","Anubis"
"釈","anucleate"
"性教育","anucleated"
"ピクニック","anukabiet"
"追いつめ","Anukit"
"依","anuloma"
"タップ","Anunaki"
"打ち明け","anunder"
"ブランク","Anunnaki"
"ヤンキース","Anura"
"ともなっ","Anuradhapura"
"揃う","Anurag"
"代々木","anural"
"シンドラー","anuran"
"大介","anurans"
"圏外","anureses"
"弱み","anuresis"
"ムチ","anuretic"
"断行","anury"
"松戸","anuria"
"稲作","anurias"
"充てる","anuric"
"ヴェルディ","anurous"
"とめる","anus"
"のぞき","anuses"
"輝かしい","anusim"
"首尾","Anuska"
"叶わ","anusvara"
"漁港","anutraminosa"
"組成","anvasser"
"ブルーベリー","Anvers"
"卵子","Anvik"
"月光","anvil"
"大竹","anvil-drilling"
"殆","anviled"
"刺客","anvil-faced"
"日夜","anvil-facing"
"浅","anvil-headed"
"ナチ","anviling"
"ペルシャ","anvilled"
"即答","anvilling"
"眠れる","anvils"
"転居","anvil's"
"つぐ","anvilsmith"
"草木","anviltop"
"別世界","anviltops"
"締めくくり","anxiety"
"誓う","anxieties"
"来期","anxietude"
"同省","anxiolytic"
"ソフトボール","anxious"
"遠回り","anxiously"
"ブロードウェイ","anxiousness"
"アドバンス","Anza"
"明子","Anzac"
"一辺倒","Anzanian"
"ツイ","Anzanite"
"カッパ","Anzengruber"
"散髪","Anzio"
"疲弊","Anzovin"
"加護","ANZUS"
"脈","AO"
"早けれ","AOA"
"桑原","aob"
"多摩川","AOCS"
"年会","Aoede"
"上回り","aogiri"
"萩","Aoide"
"維新","Aoife"
"ホンモノ","A-OK"
"同い年","Aoki"
"松野","AOL"
"ほどなく","aoli"
"周到","Aomori"
"カーリング","aonach"
"プランナー","A-one"
"訴状","Aonian"
"ファイター","AOP"
"日成","AOPA"
"蟲","AOQ"
"だるい","aor"
"向上心","Aorangi"
"ニューロン","aorist"
"満々","aoristic"
"照合","aoristically"
"ゆず","aorists"
"保坂","Aornis"
"身振り","Aornum"
"追い越し","aorta"
"共働き","aortae"
"関連付け","aortal"
"ＩＰ","aortarctia"
"ボウリング","aortas"
"あさって","aortectasia"
"そのうえで","aortectasis"
"呼び出す","aortic"
"昼夜","aorticorenal"
"飛び交う","aortism"
"スペクトル","aortitis"
"称","aortoclasia"
"描画","aortoclasis"
"コンパ","aortography"
"薬事","aortographic"
"パラグアイ","aortographies"
"客船","aortoiliac"
"ムーブメント","aortolith"
"ＢＢＳ","aortomalacia"
"グラフィックス","aortomalaxis"
"くだされ","aortopathy"
"やりくり","aortoptosia"
"引き返し","aortoptosis"
"禁物","aortorrhaphy"
"エロス","aortosclerosis"
"定説","aortostenosis"
"贔屓","aortotomy"
"紙袋","AOS"
"仙人","aosmic"
"雅彦","AOSS"
"東京湾","Aosta"
"新鋭","Aotea"
"浴場","Aotearoa"
"ココア","Aotes"
"差す","Aotus"
"全う","AOU"
"オマエ","aouad"
"乗り切る","aouads"
"痩せる","aoudad"
"パレット","aoudads"
"乳首","Aouellimiden"
"悲しむ","Aoul"
"青島","AOW"
"やめろ","AP"
"トイレットペーパー","ap-"
"羽田空港","APA"
"お化け","apabhramsa"
"曇り空","apace"
"あやふや","Apache"
"ボランチ","Apaches"
"潜水","Apachette"
"パウエル","apachism"
"繰り広げる","apachite"
"植え付け","apadana"
"シワ","apaesthesia"
"要項","apaesthetic"
"センサ","apaesthetize"
"意気","apaestically"
"深呼吸","apagoge"
"アルツハイマー","apagoges"
"英明","apagogic"
"備忘録","apagogical"
"じいさん","apagogically"
"ばたばた","apagogue"
"水彩","apay"
"黒川","Apayao"
"繋ぎ","apaid"
"ボトム","apair"
"荒い","apaise"
"しぐさ","Apalachee"
"調律","Apalachicola"
"映","Apalachin"
"レセプション","apalit"
"チャック","Apama"
"先決","apanage"
"不適当","apanaged"
"後続","apanages"
"野沢","apanaging"
"駒場","apandry"
"浴槽","Apanteles"
"裸足","Apantesis"
"一喜一憂","apanthropy"
"のばし","apanthropia"
"ずるずる","apar"
"自業自得","apar-"
"消息","Aparai"
"燕","aparaphysate"
"ジュゴン","aparavidya"
"まゆ","apardon"
"がれ","aparejo"
"ウナギ","aparejos"
"ブライダル","Apargia"
"決別","aparithmesis"
"幻影","Aparri"
"等身","apart"
"験","apartado"
"定刻","Apartheid"
"敬虔","apartheids"
"足す","aparthrosis"
"前任","apartment"
"姓名","apartmental"
"トリプル","apartments"
"ソバ","apartment's"
"分かん","apartness"
"功名","apasote"
"若葉","apass"
"一般に","apast"
"和男","apastra"
"裏打ち","apastron"
"ホルン","apasttra"
"真髄","apatan"
"ねじれ","Apatela"
"勝ち取っ","apatetic"
"動態","apathaton"
"森永","apatheia"
"アラーム","apathetic"
"市営","apathetical"
"盲導犬","apathetically"
"たらし","apathy"
"超人","apathia"
"北斗","apathic"
"無所属","apathies"
"カボチャ","apathism"
"ふるい","apathist"
"不向き","apathistical"
"ナトリウム","apathize"
"落差","apathogenic"
"除名","Apathus"
"ルーター","apatite"
"三世","apatites"
"ブイ","Apatornis"
"おおいに","Apatosaurus"
"アリゾナ","Apaturia"
"乗り切っ","APB"
"家禽","APC"
"天文台","APDA"
"駅員","APDU"
"ケミスト","APE"
"榊原","apeak"
"合議","apectomy"
"同義","aped"
"称賛","apedom"
"散らばっ","apeek"
"無礼","ape-headed"
"パウダー","apehood"
"シュール","apeiron"
"ひっ","apeirophobia"
"真性","apel-"
"シェルター","Apeldoorn"
"トカゲ","apelet"
"スピルバーグ","apelike"
"ハマス","apeling"
"眺望","Apelles"
"びっしり","apellous"
"長袖","apeman"
"あてる","ape-man"
"恋する","Apemantus"
"朝顔","ape-men"
"ナンシー","Apemius"
"中華人民共和国","Apemosyne"
"白菜","apen-"
"俊一","Apennine"
"コンタクトレンズ","Apennines"
"ＭＬ","apenteric"
"近似","Apepi"
"胴体","apepsy"
"達者","apepsia"
"グルグル","apepsinia"
"狸","apeptic"
"ルミ","aper"
"思う存分","aper-"
"弁解","aperch"
"非線形","apercu"
"音頭","apercus"
"医大","aperea"
"球界","apery"
"長蛇","aperient"
"万物","aperients"
"際限","aperies"
"ＴＥＬ","aperiodic"
"まろ","aperiodically"
"オフライン","aperiodicity"
"エスニック","aperispermic"
"譲ら","aperistalsis"
"お供","aperitif"
"ブレインセラーズ","aperitifs"
"教務","aperitive"
"張り紙","apers"
"終章","apersee"
"チェリー","apert"
"こだま","apertion"
"大脳","apertly"
"Ｘ線","apertness"
"孔子","apertometer"
"今どき","apertum"
"シスター","apertural"
"ハット","aperture"
"よみ","apertured"
"偏在","apertures"
"復権","Aperu"
"井川","aperulosid"
"併せて","apes"
"任用","apesthesia"
"謝り","apesthetic"
"見逃さ","apesthetize"
"お気づき","apet-"
"揺ら","Apetalae"
"ヴィクトリア","apetaly"
"聖心","apetalies"
"ホッケー","apetaloid"
"寸","apetalose"
"遡っ","apetalous"
"煙突","apetalousness"
"ナッツ","apex"
"取り込ま","apexed"
"読み込ん","apexes"
"悪性","apexing"
"遭い","Apfel"
"恭","Apfelstadt"
"トライアングル","APG"
"垂れ流し","Apgar"
"赤道","aph"
"さや","aph-"
"当る","aphacia"
"パラレル","aphacial"
"無気力","aphacic"
"大当たり","aphaeresis"
"エンジョイ","aphaeretic"
"法然","aphagia"
"別府","aphagias"
"ぶつける","aphakia"
"いたずらに","aphakial"
"卓上","aphakic"
"遊び心","Aphanapteryx"
"妨","Aphanes"
"遡","aphanesite"
"脱ぐ","Aphaniptera"
"斜","aphanipterous"
"京阪","aphanisia"
"上段","aphanisis"
"ストロー","aphanite"
"次ぎ","aphanites"
"メチャクチャ","aphanitic"
"頑","aphanitism"
"埋蔵","Aphanomyces"
"こよなく","aphanophyre"
"近寄っ","aphanozygous"
"しょっ","Aphareus"
"信夫","Apharsathacites"
"勲","aphasia"
"臨海","aphasiac"
"あがら","aphasiacs"
"ブラブラ","aphasias"
"ヨシミ","aphasic"
"臭く","aphasics"
"高卒","aphasiology"
"訴追","Aphelandra"
"スラッシュ","Aphelenchus"
"掛け声","aphelia"
"石けん","aphelian"
"岩盤","aphelilia"
"四角","aphelilions"
"水俣病","Aphelinus"
"郁","aphelion"
"祈念","apheliotropic"
"大筋","apheliotropically"
"絵の具","apheliotropism"
"美貌","Aphelops"
"薬害","aphemia"
"長屋","aphemic"
"見出せ","aphengescope"
"未払い","aphengoscope"
"世相","aphenoscope"
"スキーマ","apheresis"
"一路","apheretic"
"曙","apheses"
"委譲","aphesis"
"宣戦","Aphesius"
"ホールド","apheta"
"瑠","aphetic"
"蘇っ","aphetically"
"がま","aphetism"
"業法","aphetize"
"奏し","aphicidal"
"アクティビティ","aphicide"
"ダニー","aphid"
"安達","Aphidas"
"モンロー","aphides"
"圭一","aphidian"
"腐","aphidians"
"くつろい","aphidicide"
"ヒューストン","aphidicolous"
"昼前","aphidid"
"不注意","Aphididae"
"檻","Aphidiinae"
"実生活","aphidious"
"火傷","Aphidius"
"園内","aphidivorous"
"一説","aphidlion"
"生クリーム","aphid-lion"
"幼虫","aphidolysin"
"軍需","aphidophagous"
"ＩＳＯ","aphidozer"
"下関","aphydrotropic"
"哲夫","aphydrotropism"
"欠乏","aphids"
"ピーナッツ","aphid's"
"週休","aphilanthropy"
"たかし","aphylly"
"稚拙","aphyllies"
"遣い","aphyllose"
"快調","aphyllous"
"ぽい","aphyric"
"電鉄","Aphis"
"ｉ","aphislion"
"入れ歯","aphis-lion"
"月例","aphizog"
"ルック","aphlaston"
"ミイラ","aphlebia"
"憧れる","aphlogistic"
"晴れる","aphnology"
"塗ら","aphodal"
"四谷","aphodi"
"倒さ","aphodian"
"染料","Aphodius"
"暖め","aphodus"
"忘却","apholate"
"総量","apholates"
"曲がり角","aphony"
"同棲","aphonia"
"漂わ","aphonias"
"白山","aphonic"
"米田","aphonics"
"害虫","aphonous"
"ラブストーリー","aphoria"
"御苦労","aphorise"
"中央線","aphorised"
"美意識","aphoriser"
"偉業","aphorises"
"編み","aphorising"
"いらっしゃら","aphorism"
"定まっ","aphorismatic"
"とげ","aphorismer"
"つかの間","aphorismic"
"ロイ","aphorismical"
"過小","aphorismos"
"ブチ","aphorisms"
"およぶ","aphorism's"
"援","aphorist"
"見覚え","aphoristic"
"海上保安庁","aphoristical"
"満期","aphoristically"
"参政","aphorists"
"停戦","aphorize"
"左腕","aphorized"
"さげ","aphorizer"
"美輪","aphorizes"
"水深","aphorizing"
"前売り","Aphoruridae"
"安らか","aphotaxis"
"バングラデシュ","aphotic"
"ウィトゲンシュタイン","aphototactic"
"特大","aphototaxis"
"鳴","aphototropic"
"頸","aphototropism"
"マギー","Aphra"
"懺悔","aphrasia"
"ちゃあ","aphrite"
"飯島","aphrizite"
"考え直す","aphrodesiac"
"抜擢","aphrodisia"
"誓約","aphrodisiac"
"いじる","aphrodisiacal"
"ルーチン","aphrodisiacs"
"捻出","aphrodisian"
"持ち上げる","aphrodisiomania"
"自室","aphrodisiomaniac"
"嘘つき","aphrodisiomaniacal"
"授け","Aphrodision"
"俊彦","Aphrodistic"
"生ビール","Aphrodite"
"リーダ","Aphroditeum"
"文具","aphroditic"
"不一致","Aphroditidae"
"満面","aphroditous"
"合える","Aphrogeneia"
"一対一","aphrolite"
"タイアップ","aphronia"
"来春","aphronitre"
"誇示","aphrosiderite"
"グリム","aphtha"
"をもちまして","aphthae"
"転々","Aphthartodocetae"
"流産","Aphthartodocetic"
"稜","Aphthartodocetism"
"小包","aphthic"
"すれ違っ","aphthitalite"
"聴講","aphthoid"
"かんがえ","aphthong"
"中道","aphthongal"
"減収","aphthongia"
"アバウト","aphthonite"
"手取り","aphthous"
"デバッグ","API"
"侵食","Apia"
"境目","Apiaca"
"放た","Apiaceae"
"歩兵","apiaceous"
"バーコード","Apiales"
"おおい","apian"
"ヒカル","Apianus"
"振り分け","apiararies"
"カートリッジ","apiary"
"外せ","apiarian"
"荘厳","apiarians"
"窒息","apiaries"
"ぴあ","apiarist"
"光沢","apiarists"
"るい","apiator"
"駆け込み","apicad"
"ビヤ","apical"
"家々","apically"
"キライ","apicals"
"唐沢","Apicella"
"邪気","apices"
"笠","apicial"
"防げ","Apician"
"にんじん","apicifixed"
"列強","apicilar"
"延々","apicillary"
"見張り","apicitis"
"滋","apickaback"
"差し控え","apickback"
"ベートーベン","apickpack"
"つかう","apico-alveolar"
"帰途","apico-dental"
"排","apicoectomy"
"ファール","apicolysis"
"食らっ","APICS"
"置物","apicula"
"ブラウス","apicular"
"三味線","apiculate"
"ベージュ","apiculated"
"生々しい","apiculation"
"飲","apiculi"
"春先","apicultural"
"浜崎","apiculture"
"毒素","apiculturist"
"折れる","apiculus"
"陲","Apidae"
"糸口","apiece"
"赴く","apieces"
