"Finnish","English"
"ravintolaorkesteri","carminophilous"
"ravintolapanimo","Carmita"
"ravintolapianisti","carmoisin"
"ravintolapöytä","Carmon"
"ravintolaruoka","carmot"
"ravintolasali","Carn"
"ravintolashow","Carnac"
"ravintolatyöntekijä","Carnacian"
"ravintolavaunu","carnage"
"ravintolayhtye","carnaged"
"ravintolayleisö","carnages"
"ravintoliuos","Carnahan"
"ravintoloitsija","Carnay"
"ravintolähde","carnal"
"ravintopyramidi","carnalism"
"ravintorasva","carnalite"
"ravintorikas","carnality"
"ravintosuola","carnalities"
"ravintotalous","carnalize"
"ravintovalmiste","carnalized"
"ravintoverkko","carnalizing"
"ravioli","carnally"
"ravirata","carnallite"
"ravistaa","carnal-minded"
"ravistella","carnal-mindedness"
"ravistelu","carnalness"
"ravistin","Carnap"
"ravistua","carnaptious"
"ravistuttaa","carnary"
"ravit","Carnaria"
"ravita","Carnarvon"
"ravitsemisala","Carnarvonshire"
"ravitsemisliike","carnassial"
"ravitsemistyöntekijä","carnate"
"ravitsemuksellinen","Carnatic"
"ravitsemus","Carnation"
"ravitsemushoito","carnationed"
"ravitsemushäiriö","carnationist"
"ravitsemusliike","carnation-red"
"ravitsemusneuvoja","carnations"
"ravitsemusneuvonta","carnauba"
"ravitsemussuunnittelija","carnaubas"
"ravitsemusterapeutti","carnaubic"
"ravitsemusterapia","carnaubyl"
"ravitsemustiede","carne"
"ravitsemustila","Carneades"
"ravitseva","carneau"
"ravitsevuus","Carnegie"
"raviurheilu","Carnegiea"
"raviveikkaus","Carney"
"ravunkivi","carneyed"
"ravunpyrstö","carneys"
"ravunpyydys","carnel"
"ravunpyynti","carnelian"
"ravunsakset","carnelians"
"ravunviljely","carneol"
"ravuri","carneole"
"ravustaa","carneous"
"ravustaja","Carnes"
"ravustus","Carnesville"
"ravustuskausi","carnet"
"reaaliaikainen","carnets"
"reaaliaikaisesti","Carneus"
"reaaliaikajärjestelmä","Carny"
"reaaliaine","carnic"
"reaaliansio","carnie"
"reaaliarvo","carnied"
"reaalifunktio","carnies"
"reaalikoe","carniferous"
"reaalikorko","carniferrin"
"reaaliluku","carnifex"
"reaalinen","carnifexes"
"reaaliomaisuus","carnify"
"reaalipalkka","carnification"
"reaalipoliitikko","carnifices"
"reaalipoliittinen","carnificial"
"reaalipolitiikka","carnified"
"reaalipääoma","carnifies"
"reaalisosialismi","carnifying"
"reaalistaa","carniform"
"reaalistua","Carniola"
"reaalitulo","Carniolan"
"reaaliunioni","carnitine"
"reaalivakuus","Carnival"
"reagenssi","carnivaler"
"reagenssipaperi","carnivalesque"
"reagoida","carnivaller"
"reagointi","carnivallike"
"reaktiivinen","carnivals"
"reaktio","carnival's"
"reaktioaika","Carnivora"
"reaktiokaava","carnivoracity"
"reaktiokyky","carnivoral"
"reaktiolämpö","carnivore"
"reaktionopeus","carnivores"
"reaktiotapa","carnivorism"
"reaktiovoima","carnivority"
"reaktioyhtälö","carnivorous"
"reaktori","carnivorously"
"realisaatio","carnivorousness"
"realismi","carnivorousnesses"
"realisoida","carnose"
"realisointi","carnosin"
"realisointikeskus","carnosine"
"realisoitua","carnosity"
"realisti","carnosities"
"realistinen","carnoso-"
"realistisesti","Carnot"
"realistisuus","carnotite"
"realiteetti","carnous"
"redi","Carnoustie"
"reduktio","Carnovsky"
"reduktiojakautuminen","carns"
"redundanssi","Carnus"
"redundantti","Caro"
"redusoida","caroa"
"redusointi","caroach"
"redusoitua","caroaches"
"reelinki","carob"
"reesus","caroba"
"reesusimmunisaatio","carobs"
"reesuslapsi","caroch"
"reesustekijä","caroche"
"referaatti","caroches"
"referee","Caroid"
"referenssi","caroigne"
"referentti","Carol"
"referoida","Carola"
"referoija","Carolan"
"referointi","Carolann"
"refilli","Carole"
"reflaatio","Carolean"
"refleksi","caroled"
"refleksiivinen","Carolee"
"refleksiivipronomini","Caroleen"
"refleksiiviverbi","caroler"
"reflektorinen","carolers"
"reflektorisesti","caroli"
"reflektorisuus","Carolin"
"reformaatio","Carolyn"
"reformaattori","Carolina"
"reformatorinen","carolinas"
"reformi","carolina's"
"reformipuolue","Caroline"
"reformismi","Carolyne"
"reformisti","carolines"
"reformistinen","Caroling"
"reformoida","Carolingian"
"reformointi","Carolinian"
"refrengi","carolinians"
"regatta","Carolynn"
"regeneraatio","Carolynne"
"regeneraattori","carolitic"
"regeneroida","Caroljean"
"regenerointi","Carol-Jean"
"regeneroitua","Carolle"
"reggae","carolled"
"reggaeyhtye","caroller"
"regionaalinen","carollers"
"regionalismi","carolling"
"regressiivinen","carols"
"regressio","carol's"
"rehabilitoida","Carolus"
"rehabilitointi","caroluses"
"rehdisti","carom"
"rehellinen","carombolette"
"rehellisesti","caromed"
"rehellisyys","caromel"
"rehennellä","caroming"
"rehentelijä","caroms"
"rehentely","Caron"
"rehevyys","Carona"
"rehevä","carone"
"reheväkasvuinen","caronic"
"reheväpuheinen","caroome"
"reheväsanainen","caroon"
"rehevästi","carosella"
"rehevöittää","carosse"
"rehevöityä","CAROT"
"rehkiä","caroteel"
"rehottaa","carotene"
"rehti","carotenes"
"rehtiys","carotenoid"
"rehtori","Carothers"
"rehtorikausi","carotic"
"rehtorinkanslia","carotid"
"rehtorius","carotidal"
"rehu","carotidean"
"rehuarvo","carotids"
"rehuhiiva","carotin"
"rehujauho","carotinaemia"
"rehujuurikas","carotinemia"
"rehukakku","carotinoid"
"rehukala","carotins"
"rehukasvi","carotol"
"rehukaura","carotte"
"rehumailanen","carouba"
"rehumyrkytys","caroubier"
"rehunauris","carousal"
"rehuntuotanto","carousals"
"rehuohra","carouse"
"rehuperuna","caroused"
"rehusekoitus","carousel"
"rehusiilo","carousels"
"rehusilakka","carouser"
"rehusilppuri","carousers"
"rehustaa","carouses"
"rehustus","carousing"
"rehuvilja","carousingly"
"rehuyksikkö","carp"
"rehvakas","carp-"
"rehvakka","Carpaccio"
"rehvakkaasti","carpaine"
"rehvakkuus","carpal"
"rehvastelija","carpale"
"rehvastella","carpalia"
"rehvastelu","carpals"
"rei'ikäs","Carpathia"
"rei'ite","Carpathian"
"rei'itin","Carpathians"
"rei'ittää","Carpatho-russian"
"rei'itys","Carpatho-ruthenian"
"reikeli","Carpatho-Ukraine"
"reiki","carpe"
"reikiintyä","Carpeaux"
"reikä","carped"
"reikäinen","carpel"
"reikäkauha","carpellary"
"reikäkirves","carpellate"
"reikäkortti","carpellum"
"reikäkorttikone","carpels"
"reikäleipä","carpent"
"reikälevy","Carpentaria"
"reikämeisti","Carpenter"
"reikänauha","carpentered"
"reikäommel","Carpenteria"
"reikäompelu","carpentering"
"reikäpeli","carpenters"
"reikärauta","carpenter's"
"reikäsaha","carpentership"
"reikätiili","Carpentersville"
"reikätähtäin","carpenterworm"
"reilaaja","Carpentier"
"reilaan","carpentry"
"reilassa","carpentries"
"reilata","Carper"
"reilu","carpers"
"reilusti","Carpet"
"reiluus","carpetbag"
"reima","carpet-bag"
"reimari","carpetbagged"
"reininviini","carpetbagger"
"reinkarnaatio","carpet-bagger"
"reipas","carpetbaggery"
"reipashenkinen","carpetbaggers"
"reipasotteinen","carpetbagging"
"reipastua","carpetbaggism"
"reippaasti","carpetbagism"
"reippailija","carpetbags"
"reippailla","carpetbeater"
"reippailu","carpet-covered"
"reippaus","carpet-cut"
"reisi","carpeted"
"reisilihas","carpeting"
"reisiluu","carpet-knight"
"reisitasku","carpetlayer"
"reisivaltimo","carpetless"
"reissata","carpetmaker"
"reissu","carpetmaking"
"reissumies","carpetmonger"
"reissuvihko","carpets"
"reistailla","carpet-smooth"
"reistata","carpet-sweeper"
"reitittää","carpetweb"
"reittaus","carpetweed"
"reitti","carpetwork"
"reittikartta","carpetwoven"
"reittikone","Carphiophiops"
"reittilento","carpholite"
"reittiliikenne","carphology"
"reittisuunnistus","Carphophis"
"reivaaja","carphosiderite"
"reivata","carpi"
"reivaus","carpic"
"reivi","carpid"
"reivit","carpidium"
"reiäkäs","carpincho"
"reiällinen","carping"
"rejekti","carpingly"
"rekallinen","carpings"
"reki","Carpinteria"
"rekiajelu","carpintero"
"rekikeli","Carpinus"
"rekilaulu","Carpio"
"rekiretki","Carpiodes"
"rekisteri","carpitis"
"rekisterikilpi","carpium"
"rekisterinappula","Carpo"
"rekisterinpitäjä","carpo-"
"rekisterinumero","carpocace"
"rekisteriote","Carpocapsa"
"rekisteritunnus","carpocarpal"
"rekisteriviranomainen","carpocephala"
"rekisteröidä","carpocephalum"
"rekisteröinti","carpocerite"
"rekisteröintikoje","carpocervical"
"rekiviisu","Carpocratian"
"rekka","Carpodacus"
"rekkakuski","Carpodetus"
"rekkari","carpogam"
"rekki","carpogamy"
"rekkiliike","carpogenic"
"rekkivoimistelu","carpogenous"
"reklamaatio","carpognia"
"reklamoida","carpogone"
"reklamointi","carpogonia"
"rekonstruktio","carpogonial"
"rekonstruoida","carpogonium"
"rekonstruointi","Carpoidea"
"rekrytoida","carpolite"
"rekrytointi","carpolith"
"reksi","carpology"
"rektio","carpological"
"rekviemi","carpologically"
"rekvisiitta","carpologist"
"rekyyli","carpomania"
"rekyyliase","carpometacarpal"
"rekyylienergia","carpometacarpi"
"rekyylitön","carpometacarpus"
"rela","carpompi"
"relaatio","carpool"
"relaksantti","carpo-olecranal"
"relata","carpools"
"relatiivilause","carpopedal"
"relatiivinen","Carpophaga"
"relatiivipronomini","carpophagous"
"relativismi","carpophalangeal"
"relativistinen","carpophyl"
"rele","carpophyll"
"relevanssi","carpophyte"
"relevantti","carpophore"
"reliefi","Carpophorus"
"reliikki","carpopodite"
"relikti","carpopoditic"
"relissi","carpoptosia"
"rellestys","carpoptosis"
"rellestää","carport"
"remahdus","carports"
"remahtaa","carpos"
"remakasti","carposperm"
"remakka","carposporangia"
"remburssi","carposporangial"
"remissi","carposporangium"
"remissio","carpospore"
"remmi","carposporic"
"remmikenkä","carposporous"
"remontoida","carpostome"
"remontointi","carpous"
"remontteerata","carps"
"remontti","carpsucker"
"remonttimies","carpus"
"rémouladekastike","carpuspi"
"rempallaan","carquaise"
"rempalleen","Carr"
"rempata","Carrabelle"
"rempseys","Carracci"
"rempseä","carrack"
"rempseästi","carracks"
"remu","carrageen"
"remuisa","carrageenan"
"remujuhla","carrageenin"
"remuta","carragheen"
"renessanssi","carragheenin"
"renessanssiaika","Carranza"
"renessanssikausi","Carrara"
"renessanssikulttuuri","Carraran"
"renessanssiruhtinas","carrat"
"renessanssitaide","carraway"
"renessanssitaiteilija","carraways"
"renessanssityyli","Carrboro"
"renessanssityylinen","carreau"
"rengas","Carree"
"rengasavain","carrefour"
"rengaskansio","Carrel"
"rengaslaho","carrell"
"rengaslehtiö","Carrelli"
"rengaslihas","carrells"
"rengasliike","carrels"
"rengasmatka","car-replacing"
"rengaspaine","Carrere"
"rengasrakenne","carreta"
"rengasrakenteinen","carretela"
"rengasrikko","carretera"
"rengasrusto","carreton"
"rengassivellin","carretta"
"rengassumu","Carrew"
"rengastaa","Carri"
"rengastaja","Carry"
"rengastaulu","carriable"
"rengastus","carryable"
"rengasvoimistelu","carriage"
"rengasvuoka","carriageable"
"renkaanheitto","carriage-free"
"renkaanvaihto","carriageful"
"renki","carriageless"
"renkitupa","carriages"
"renksu","carriage's"
"renkuttaa","carriagesmith"
"renkutus","carriageway"
"rennosti","carryall"
"rento","carry-all"
"rentous","carryalls"
"rentoute","carry-back"
"rentouttaa","Carrick"
"rentoutua","carrycot"
"rentoutus","Carrie"
"rentoutusharjoitus","carried"
"rentoutuskasetti","carryed"
"rentovartinen","Carrier"
"renttu","Carriere"
"renttuilla","carrier-free"
"renttuilu","carrier-pigeon"
"rentukka","carriers"
"repale","carries"
"repaleinen","carry-forward"
"repaleisuus","carrigeen"
"repata","carry-in"
"repeentyä","carrying"
"repeillä","carrying-on"
"repertoaari","carrying-out"
"repeytymä","carryings"
"repeytyä","carryings-on"
"repeämä","carryke"
"repiä","Carrillo"
"repliikki","carry-log"
"repliikkipuheenvuoro","Carrington"
"replika","carriole"
"replikoida","carrioles"
"replikointi","carrion"
"repo","carryon"
"repolainen","carry-on"
"reportaasi","carrions"
"reportteri","carryons"
"repostella","carryout"
"repostelu","carryouts"
"reppana","carryover"
"reppu","carry-over"
"reppufirma","carryovers"
"reppumies","carrys"
"reppuri","Carrissa"
"reppuruisku","carrytale"
"reppuryssä","carry-tale"
"reppuselkäinen","carritch"
"repro","carritches"
"reproduktio","carriwitchet"
"reproduktiokamera","Carrizo"
"reproduktiokuvaus","Carrizozo"
"reprodusoida","Carrnan"
"reprokamera","Carrobili"
"reprokuvaus","carrocci"
"repsahdus","carroccio"
"repsahtaa","carroch"
"repsikka","carroches"
"repsottaa","Carrol"
"republikaani","Carroll"
"republikaaninen","carrollite"
"repullinen","Carrolls"
"reput","Carrollton"
"reputtaa","Carrolltown"
"repäisevyys","carrom"
"repäisevä","carromata"
"repäisevästi","carromatas"
"repäistä","carromed"
"repäisy","carroming"
"repäisykorkki","carroms"
"repäisynauha","carronade"
"repäisyreuna","carroon"
"repäisyviiva","carrosserie"
"requiem","carrot"
"reseda","carrotage"
"resepti","carrot-colored"
"reseptilääke","carroter"
"reseptio","carrot-head"
"reseptionisti","carrot-headed"
"reseptivapaa","Carrothers"
"reseptori","carroty"
"reseptorinen","carrotier"
"reservaatio","carrotiest"
"reservaatti","carrotin"
"reservi","carrotiness"
"reservijoukko","carroting"
"reserviläinen","carrotins"
"reserviupseeri","carrot-pated"
"Reserviupseerikoulu","carrots"
"resessiivinen","carrot's"
"residenssi","carrot-shaped"
"resignaatio","carrottop"
"resignoitua","carrot-top"
"resiina","carrotweed"
"resiprookkinen","carrotwood"
"resiprookkipronomini","carrousel"
"resistanssi","carrousels"
"resistenssi","carrow"
"resistentti","carrozza"
"resistiivisyys","carrs"
"resitaali","Carrsville"
"resitaatio","carrus"
"resitatiivi","Carruthers"
"resitatiivinen","cars"
"resitatiivisesti","car's"
"resitoida","carse"
"reskontra","carses"
"resonaattori","carshop"
"resonanssi","carshops"
"resonanssiontelo","carsick"
"resonoida","carsickness"
"resonointi","carsmith"
"resori","Carson"
"resoripatja","Carsonville"
"respa","carsten"
"respekti","Carstensz"
"respiitti","carstone"
"respiittiaika","CART"
"respiraattori","cartable"
"ressu","cartaceous"
"ressukka","cartage"
"restauroida","Cartagena"
"restaurointi","cartages"
"restonomi","Cartago"
"resu","Cartan"
"resuinen","cartboot"
"resultantti","cartbote"
"resupekka","Carte"
"resursoida","carted"
"resurssit","carte-de-visite"
"resuta","cartel"
"retale","cartelism"
"reteä","cartelist"
"reteästi","cartelistic"
"reti","cartelization"
"retiisi","cartelize"
"retikka","cartelized"
"retkahdella","cartelizing"
"retkahdus","cartellist"
"retkahtaa","cartels"
"retkeilijä","Carter"
"retkeillä","Carteret"
"retkeily","carterly"
"retkeilyalue","carters"
"retkeilyasu","Cartersburg"
"retkeilykartta","Cartersville"
"retkeilymaja","Carterville"
"retkeläinen","cartes"
"retki","Cartesian"
"retkieväs","Cartesianism"
"retkihiihto","cartful"
"retkijalkineet","Carthage"
"retkikeitin","Carthaginian"
"retkikunta","Carthal"
"retkikuntalainen","carthame"
"retkiluistelu","carthamic"
"retkiluistin","carthamin"
"retkimuona","Carthamus"
"retkipeite","Carthy"
"retkipolku","carthorse"
"retkipyörä","Carthusian"
"retkiruoka","carty"
"retkisukset","Cartie"
"retkivarusteet","Cartier"
"retkottaa","Cartier-Bresson"
"retku","cartiest"
"retkua","cartilage"
"retkue","cartilages"
"retliini","cartilaginean"
"retoriikka","Cartilaginei"
"retorinen","cartilagineous"
"retorisesti","Cartilagines"
"retorisuus","cartilaginification"
"retoromaani","cartilaginoid"
"retoromaaninen","cartilaginous"
"retortti","carting"
"retostaa","cartisane"
"retostella","Cartist"
"retriitti","cartload"
"retrospektiivinen","cartloads"
"retrovirus","cartmaker"
"retsina","cartmaking"
"rettelö","cartman"
"rettelöidä","cartobibliography"
"rettelöijä","cartogram"
"rettelöinti","cartograph"
"rettelöitsijä","cartographer"
"retuperälle","cartographers"
"retuperällä","cartography"
"retusoida","cartographic"
"retusointi","cartographical"
"retustaa","cartographically"
"retuuttaa","cartographies"
"reuhake","cartomancy"
"reuhata","cartomancies"
"reuhka","carton"
"reuhottaa","cartoned"
"reuhtoa","cartoner"
"reuma","cartonful"
"reumaantua","cartoning"
"reumaatikko","cartonnage"
"reumaattinen","cartonnier"
"reumakerrasto","cartonniers"
"reumakuume","carton-pierre"
"reumapotilas","cartons"
"reumasairaus","carton's"
"reumatauti","cartoon"
"reumatismi","cartooned"
"reumatologia","cartooning"
"reuna","cartoonist"
"reunaehto","cartoonists"
"reunahuomautus","cartoons"
"reunake","cartoon's"
"reunakepäärme","cartop"
"reunakoriste","cartopper"
"reunalauta","cartouch"
"reunalista","cartouche"
"reunama","cartouches"
"reunameri","cartridge"
"reunamerkintä","cartridges"
"reunamoreeni","cartridge's"
"reunamuodostuma","cart-rutted"
"reunanauha","carts"
"reunaommel","cartsale"
"reunapitsi","cartulary"
"reunavaltio","cartularies"
"reunaviiva","cartway"
"reunavuoret","cartware"
"reunemmaksi","Cartwell"
"reunemmalla","cartwheel"
"reunemmalle","cart-wheel"
"reunemmalta","cartwheeler"
"reunemmas","cartwheels"
"reunempaa","cartwhip"
"reunempana","Cartwright"
"reunimmainen","cartwrighting"
"reunimmaksi","carua"
"reunimmalla","caruage"
"reunimmalle","carucage"
"reunimmalta","carucal"
"reunimmas","carucarius"
"reunimpaa","carucate"
"reunimpana","carucated"
"reunus","Carum"
"reunuskasvi","caruncle"
"reunuskivi","caruncles"
"reunuslista","caruncula"
"reunusnauha","carunculae"
"reunusta","caruncular"
"reunustaa","carunculate"
"reunuste","carunculated"
"reunustus","carunculous"
"reutoa","Carupano"
"revalvaatio","carus"
"revalvoida","Caruso"
"revalvointi","Caruthers"
"revalvoitua","Caruthersville"
"revansismi","carvacryl"
"revansisti","carvacrol"
"revansistinen","carvage"
"revanssi","carval"
"revanssiottelu","carve"
"revari","carved"
"reversiibeli","Carvey"
"revetä","carvel"
"reviiri","carvel-built"
"reviirikäyttäytyminen","carvel-planked"
"reviisori","carvels"
"revinnäinen","carven"
"revinnäiskirjonta","carvene"
"revinnäisompelu","Carver"
"revintä","carvers"
"revisio","carvership"
"revisioneuvos","Carversville"
"revisionismi","carves"
"revisionisti","carvestrene"
"revisionistinen","carvy"
"revitellä","carvyl"
"revittely","Carville"
"revittää","carving"
"revitys","carvings"
"revityttää","carvist"
"revohka","carvoeira"
"revolutionisti","carvoepra"
"revoluutio","carvol"
"revolveri","carvomenthene"
"revolverihaastattelu","carvone"
"revolverikotelo","carwash"
